Region,Brca1,E2f6,Esrrb,Foxm1,Grhl2,Hdac2,Klf5,Max,Mga,Nanog,Nfkb2,Patz1,Pou5f1,Rad21,Rel,Rela,Rest,Sin3a,Smc3,Sox2,Sp1,Tbx3,Tlr4,Zfp281,Zfp42,Zic3,openness,GCcontent,Label
region 156,0,1713.955671,27519.58833,0,1081.495672,0,516721.4159,0,15096.14635,0,0,12317.41134,0,0,137.7553248,4204.40181,0,0,0,0,106011.2827,10604.37423,0,0,0,0,7.161993724,0.607895,1
region 157,10100.70615,1649.242945,21845.08987,0,0,0,242244.0061,0,15402.83152,36114.20892,0,0,0,239719.4938,0,0,0,0,33566.61437,0,116242.8021,10819.80698,0,0,0,0,8.231592068,0.667883,1
region 158,0,0,0,0,1204.672961,52156.76185,0,0,14970.34777,0,0,0,0,0,0,0,0,0,0,0,0,10516.0063,0,0,0,0,13.37726325,0.550173,1
region 159,0,0,0,0,0,0,808614.2829,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,243087.6442,0,0,0,0,0,10.95701896,0.720149,1
region 160,10631.77735,0,0,0,0,0,45466.95123,0,0,0,0,0,0,0,0,0,0,0,0,0,21808.92588,0,0,0,0,0,33.02196502,0.691358,1
region 161,0,0,18195.69911,0,0,0,239593.2021,0,15009.36144,0,0,0,0,0,119.4883778,3646.880093,0,0,0,0,102794.2425,10543.41168,0,0,0,0,3.094341244,0.591241,1
region 162,0,0,0,6258.235707,0,0,238339.1583,0,15196.65849,52690.66012,0,13989.03872,0,0,0,0,0,0,0,0,87588.59629,10674.97956,0,0,0,2845.812243,19.8267196,0.650735,1
region 163,0,1871.082369,0,0,0,0,40480.66822,0,0,57158.60525,0,0,0,0,0,0,0,0,0,0,19417.17817,0,0,0,0,3087.125084,4.959811874,0.777778,1
region 164,0,0,0,5352.480411,0,41326.31482,146260.6797,0,50317.25551,87286.90663,0,0,781337.8612,540628.1689,0,0,0,0,75701.21633,77462.35473,43050.68123,35345.64353,0,0,0,3382.123093,10.01532802,0.518968,1
region 165,0,0,19281.41251,0,0,0,0,8204.994298,66855.70124,0,0,0,742577.7584,0,0,0,0,12503.89133,0,0,0,46963.1692,0,0,0,0,7.528329485,0.506527,1
region 166,0,0,0,0,0,0,103915.4467,0,0,0,0,0,0,0,0,0,0,0,0,67383.73067,45324.18518,0,0,0,0,0,15.0393275,0.650177,1
region 167,0,1551.091538,0,0,0,0,419779.8866,0,0,0,0,27539.07562,0,0,0,0,0,0,0,0,152637.9126,0,0,0,431848.5605,0,4.946874815,0.606469,1
region 168,0,0,0,0,0,0,292374.8401,8632.246331,0,0,0,12317.41134,0,0,0,0,0,13154.99635,0,0,21512.57645,0,0,0,0,0,5.34443097,0.662577,1
region 169,0,0,22635.99862,0,0,0,0,0,16634.58047,80928.82221,0,0,0,0,0,0,0,0,0,246343.1733,0,11685.05606,0,0,0,2688.650462,1.381549471,0.66443,1
region 170,0,0,46182.75014,0,0,0,0,0,34862.00815,0,0,0,0,0,0,0,0,0,0,0,0,24489.01674,0,0,0,0,13.49743829,0.562842,1
region 171,0,1557.159269,0,0,0,0,0,0,0,0,0,12765.93602,0,0,0,0,0,0,0,0,0,0,0,0,381459.2753,0,7.605120623,0.70726,1
region 172,0,1662.027817,0,0,0,0,373083.7274,0,0,0,0,0,0,0,144.0886694,4397.700511,0,0,0,74461.40793,63828.38821,0,0,0,0,0,26.11834342,0.625731,1
region 173,0,0,0,0,0,0,403977.9734,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,188032.4289,0,0,0,0,0,9.680082848,0.771605,1
region 174,0,1624.227975,57069.17705,0,944.8723541,0,103630.954,8794.905344,0,31413.00992,12071.08442,0,736046.6845,0,121.2621979,3701.018489,0,13402.87838,0,67613.83283,24668.3065,0,0,0,0,0,27.44825362,0.556757,1
region 175,0,0,0,0,0,0,48444.50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.198269363,0.790123,1
region 176,0,0,28936.65769,6588.366116,0,0,0,0,16028.28724,122672.3516,0,0,0,0,0,0,0,0,0,227473.1697,22457.0956,11259.16192,0,0,0,6625.509706,11.80151439,0.596774,1
region 177,0,0,19978.45868,0,0,0,353836.9061,0,19192.82193,97225.48207,0,12805.62338,0,0,0,0,0,0,0,0,50245.1277,13482.10739,0,0,431848.5605,0,11.8372931,0.590625,1
region 178,0,0,0,0,0,0,502960.2437,0,14972.25961,0,0,13989.03872,0,219661.1911,0,0,0,0,30757.95955,67048.43867,95575.79687,10517.34928,0,0,0,0,15.12085513,0.59589,1
region 179,0,0,0,0,0,0,0,0,16746.02096,83653.58487,0,0,0,0,0,0,0,0,0,66884.58661,0,11763.33807,0,0,0,2758.369106,20.81540077,0.575419,1
region 180,0,0,0,0,0,0,230261.4951,0,0,33621.34183,0,13989.03872,0,0,0,0,0,0,0,0,116308.0264,0,0,0,0,0,16.20689999,0.75,1
region 181,0,0,0,0,0,0,0,0,15774.05923,106818.2414,0,0,0,0,0,0,0,0,0,0,0,11080.57801,0,0,0,8904.724739,3.992392473,0.548781,1
region 182,0,1693.711058,0,0,0,0,469475.9722,0,0,0,0,56756.84255,0,0,0,0,0,0,0,0,209451.0932,0,0,0,0,0,2.682093637,0.809783,1
region 183,0,0,0,0,0,0,40798.97033,0,0,0,0,0,0,265609.0249,0,0,0,0,37191.78432,0,0,0,0,0,0,0,1.102262334,0.774074,1
region 184,0,0,0,0,0,0,102609.4294,7155.975373,14968.97863,0,0,0,0,0,0,0,0,10905.25297,0,0,80088.94308,10515.04453,0,0,0,0,38.19459536,0.577206,1
region 185,0,0,45626.0424,0,0,0,82374.45291,0,0,96406.17553,0,0,0,299016.7648,0,0,0,0,41869.68808,0,45237.2426,0,0,0,0,2863.239968,2.017004423,0.655172,1
region 186,0,0,39294.02834,0,0,0,0,0,0,54075.86993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920.627153,9.271836539,0.708716,1
region 187,0,0,0,0,0,0,446369.4305,7311.927161,0,71182.53294,0,13989.03872,990895.8645,0,0,0,0,11142.91361,0,0,45310.04068,0,0,0,0,3198.99299,16.54895553,0.588235,1
region 188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60288224,0.663677,1
region 189,0,0,20928.90345,0,0,0,0,0,16028.28724,52824.69595,0,0,0,0,0,0,0,0,0,0,0,11259.16192,0,0,0,2853.051491,17.34705203,0.660156,1
region 190,0,0,51072.6526,0,0,0,0,0,0,106900.5659,0,0,0,0,0,0,0,0,0,67383.73067,0,0,0,0,0,5773.678645,9.865703505,0.706704,1
region 191,0,1871.082369,0,0,0,0,426677.495,0,0,143869.1107,0,13989.03872,0,0,0,0,0,0,0,0,83851.82292,0,0,0,0,5858.054584,13.86727983,0.622832,1
region 192,0,1485.315236,76286.93709,0,0,0,461606.2153,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,171374.9434,0,0,0,0,0,9.31317438,0.681319,1
region 193,0,0,0,0,0,0,311513.5498,0,0,117243.9381,0,0,0,0,0,0,0,0,0,0,118449.8416,0,0,0,0,6332.322155,13.78484723,0.696246,1
region 194,0,3324.360667,25164.95904,0,0,0,521889.944,0,0,0,0,40295.48878,0,0,281.3236975,8586.222453,0,0,0,0,112224.7806,0,0,0,0,0,3.670372409,0.711111,1
region 195,0,0,0,11237.62381,0,42178.56309,151301.6422,0,30754.8505,0,0,0,0,0,0,0,0,0,0,310697.5253,24514.15658,21603.9204,0,0,0,2989.122606,2.489473147,0.469697,1
region 196,0,0,0,0,0,41779.54917,0,0,0,38376.45685,0,0,0,0,121.8695245,3719.55458,0,0,0,0,0,0,0,0,0,0,3.463060939,0.506024,1
region 197,0,0,19682.06636,0,0,0,39382.96107,0,72562.0945,85059.36727,0,12608.06112,0,0,0,0,0,0,0,66884.58661,18890.64597,50971.65774,0,0,0,2877.67644,4.102693923,0.598173,1
region 198,0,0,0,0,1334.453164,0,103568.6869,0,0,31052.5732,0,0,0,0,0,0,0,0,0,457474.5633,0,0,0,0,286915.6646,0,19.66043104,0.590099,1
region 199,0,3101.762492,0,0,0,0,0,0,51374.01592,46702.25439,0,0,0,0,0,0,0,0,0,0,31331.07812,36087.97092,0,0,286915.6646,0,8.789747773,0.636923,1
region 200,0,1728.109153,60629.36073,0,1141.050687,0,44467.63473,0,36292.65742,86144.44522,0,0,0,0,0,0,0,0,0,0,55659.14474,25493.9845,0,0,385426.3958,2770.990328,15.35298539,0.578856,1
region 201,0,0,18232.92091,0,0,0,169791.9054,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,26619.42682,0,0,0,0,0,5.065776329,0.625984,1
region 202,0,1891.326982,0,0,0,0,0,0,15096.14635,0,0,0,0,0,160.9574115,4912.547902,0,0,0,0,0,10604.37423,0,0,0,0,18.287851,0.62249,1
region 203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89808793,0.58642,1
region 204,0,0,0,0,0,0,0,0,16634.58047,0,0,12608.06112,0,0,0,0,0,0,0,0,0,11685.05606,0,0,0,0,12.56501182,0.727869,1
region 205,0,0,21282.48053,46115.84873,0,242620.0335,50903.71827,0,0,137926.2596,0,0,745461.8029,0,0,0,0,0,0,67613.83283,28219.35125,0,0,0,0,0,19.17765553,0.550336,1
region 206,0,0,0,0,0,55005.47094,420449.0648,0,14970.34777,75208.21511,0,13989.03872,0,0,0,0,0,0,0,67613.83283,93786.6113,10516.0063,0,0,0,0,30.3220451,0.56241,1
region 207,0,0,50498.62276,0,0,50296.78994,49441.29799,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,56393.00822,0,0,0,0,0,1.992148634,0.588629,1
region 208,0,0,28610.84278,0,0,0,234030.4485,9926.700117,21518.68656,0,0,25083.34736,0,0,0,0,0,15127.66189,0,0,0,15115.92428,0,0,0,0,2.481410426,0.629167,1
region 209,0,0,19082.20043,0,0,0,47498.22442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950.11455,19.34926488,0.667532,1
region 210,0,0,52739.08811,24632.56576,0,129215.8989,366154.0453,0,31115.76694,51966.14859,0,14389.38255,651521.8413,0,118.6406724,3621.007453,0,0,0,0,46898.03494,21857.44821,0,0,0,5531.535227,4.455857624,0.5,1
region 211,0,0,29173.8095,5577.513932,0,43063.7908,0,0,46842.80977,32861.01596,0,0,0,0,0,0,0,0,0,0,0,32904.99927,0,0,0,3187.985365,5.171306026,0.530488,1
region 212,9858.792622,0,23089.77633,0,0,0,189472.3843,7867.401591,20550.01133,92774.51241,0,26754.97474,0,0,0,0,0,11989.42144,0,0,71862.84698,14435.47283,0,0,431848.5605,3096.290179,25.01889863,0.687831,1
region 213,0,1676.181299,0,0,0,0,161329.382,0,0,87796.0817,0,0,960650.1209,0,0,0,0,0,0,254632.7819,48984.12785,0,0,0,0,0,20.89471389,0.575368,1
region 214,0,1871.082369,0,0,0,0,44437.69447,0,42016.4005,69782.40902,0,12765.93602,0,0,141.1571475,4308.228137,0,0,0,0,21315.22697,29514.66052,0,0,0,0,22.79070512,0.666667,1
region 215,0,1745.992608,74372.31827,6127.591581,0,48877.25188,240899.2436,0,16869.90494,116333.6521,0,13989.03872,0,0,0,0,0,0,0,226598.9653,117224.878,11850.36108,0,0,0,0,17.17919472,0.62426,1
region 216,0,1871.082369,24247.06793,0,0,0,109241.125,0,0,0,0,0,0,0,0,0,0,0,0,0,106583.5092,0,0,0,296145.0946,0,8.901473708,0.791209,1
region 217,0,0,0,0,0,0,109283.3596,0,64184.40773,0,0,0,0,0,0,0,0,0,0,0,58381.19967,45086.70381,0,0,0,0,25.59386899,0.620087,1
region 218,0,1492.016225,0,0,0,0,695276.5491,0,0,66294.12608,0,12608.06112,0,0,0,0,0,0,0,0,108045.7842,0,0,0,0,0,25.87570612,0.670846,1
region 219,0,0,47150.03312,0,0,0,196536.9663,0,53362.79326,0,0,12805.62338,0,0,0,0,0,0,0,0,24236.81102,37484.99892,0,0,0,0,40.36746312,0.571429,1
region 220,11338.59842,0,0,0,0,0,106986.4329,0,0,37456.99032,0,38377.18279,0,0,0,0,0,0,0,0,84095.59805,0,0,0,0,0,8.701179222,0.629885,1
region 221,0,1650.074382,0,0,0,0,359863.5831,0,0,0,0,0,0,0,0,0,0,0,0,0,176972.4227,0,0,0,0,0,9.912679697,0.702703,1
region 222,0,1734.530787,0,0,0,0,197751.5839,0,0,33414.72174,0,0,0,0,0,0,0,0,0,0,143456.1101,0,0,0,0,0,38.65261822,0.722772,1
region 223,0,0,0,0,0,0,0,0,15516.44831,0,0,25611.24677,0,0,0,0,0,0,0,0,0,10899.61774,0,0,475375.1626,0,10.38271701,0.665306,1
region 224,0,0,71097.26454,0,0,0,862533.892,8965.252189,20550.01133,31046.40961,0,55133.39602,0,0,0,0,0,13662.47617,0,0,333381.5897,14435.47283,0,0,0,0,29.68316726,0.671285,1
region 225,0,0,0,40597.14356,0,210525.781,157048.5815,0,0,31786.354,0,16302.36221,0,0,0,0,0,0,0,0,74853.56362,0,0,9748.843033,0,5937.85369,50.25249731,0.549618,1
region 226,0,0,20159.6244,0,0,0,47811.07244,8901.079035,18046.10307,0,0,0,0,0,0,0,0,13564.68035,0,0,22933.31985,12676.58817,0,0,0,0,31.11140725,0.617021,1
region 227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.70827263,0.565079,1
region 228,0,0,0,0,0,0,0,9309.666418,16985.11126,36717.61246,0,0,0,0,0,0,0,14187.34163,0,0,28528.99241,11931.28842,0,0,0,0,12.78321932,0.65109,1
region 229,0,3281.077689,23437.28102,0,0,0,38842.09579,0,0,37786.19957,0,0,0,0,434.002981,13246.11532,0,0,0,0,103122.0665,0,0,0,348976.5659,0,35.30367189,0.59727,1
region 230,0,0,0,0,0,0,112065.5982,0,42785.44538,66640.77494,0,16302.36221,0,0,0,0,0,0,0,0,47111.67965,30054.88049,0,0,0,0,23.47993258,0.630952,1
region 231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.024586046,0.770115,1
region 232,0,0,0,0,0,0,90776.58953,0,15359.89224,100777.1687,0,0,0,0,0,0,0,0,0,0,45841.02465,10789.64403,0,0,0,3559.275479,8.906684134,0.660057,1
region 233,0,0,25606.0132,0,0,0,40470.1156,0,0,0,0,0,0,0,0,0,0,0,0,0,19412.11644,0,0,0,0,0,39.84593998,0.614035,1
region 234,0,0,21662.1056,30965.24875,0,245416.8264,0,0,0,261314.7954,0,0,735610.0824,0,146.3457522,4466.588469,0,0,0,0,0,0,6.022018355,9748.843033,0,5957.890008,5.560340838,0.463846,1
region 235,0,0,0,0,1003.435309,0,47550.93327,7192.992759,0,47436.0352,0,0,0,0,0,0,0,10961.66512,0,149994.9622,0,0,0,0,0,0,19.58864955,0.498507,1
region 236,0,1603.019185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.265168589,0.650307,1
region 237,0,7150.843894,0,0,0,0,51063.79139,0,0,46204.42361,0,27155.31857,0,0,298.9420204,9123.947644,0,0,0,0,24493.53677,0,0,0,0,0,5.588237266,0.710366,1
region 238,0,0,0,0,0,0,270128.0746,0,14909.91542,0,0,26794.66211,965395.1642,290159.4933,0,0,0,0,40629.45262,77462.35473,110366.4654,10473.55524,0,0,364750.741,0,5.48743442,0.735656,1
region 239,0,0,0,0,0,55021.83644,0,0,44528.11866,146096.2405,0,0,2342422.813,0,0,0,0,0,0,96548.93166,0,31279.03128,0,0,0,0,11.41822597,0.516779,1
region 240,0,0,0,0,0,0,0,0,0,103174.176,0,0,0,0,0,0,0,0,0,0,23817.74004,0,0,0,0,0,17.33479272,0.680798,1
region 241,0,3283.540937,0,0,0,0,162769.9919,0,35942.12662,0,0,43497.36814,0,0,0,0,0,0,0,0,78075.14236,25247.75214,0,0,0,0,8.9048948,0.713836,1
region 242,0,1641.477964,107968.5707,0,0,0,43856.58942,0,16882.01235,0,0,14389.38255,0,0,0,0,0,0,0,0,21036.49095,11858.866,0,0,0,0,21.52501488,0.585586,1
region 243,0,1676.181299,0,0,1076.796722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.657891177,0.630303,1
region 244,9649.427414,3333.310782,24793.1237,0,0,0,261776.7725,0,18127.84115,0,0,13989.03872,0,603921.4391,149.3764723,4559.088451,0,0,84563.82804,0,130490.7443,12734.00556,0,0,0,0,18.41727204,0.717781,1
region 245,0,0,0,0,0,0,0,0,0,38989.49825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.118278317,0.762215,1
region 246,0,1661.673913,0,0,0,0,236227.3152,0,0,0,0,13989.03872,0,0,0,0,0,0,0,77462.35473,58817.50828,0,0,0,0,0,20.00294878,0.700997,1
region 247,0,1760.14609,18897.02441,0,0,0,95971.36958,0,0,43792.67287,0,13989.03872,0,0,0,0,0,0,0,0,24515.54704,0,0,0,0,0,15.76845571,0.724138,1
region 248,0,1641.477964,0,0,0,0,156337.3074,0,88567.24406,59809.09771,0,12765.93602,0,0,138.4653353,4226.071891,0,0,0,0,68366.23529,62214.56646,0,0,320840.5198,3230.277664,26.41506097,0.613191,1
region 249,0,0,0,0,0,0,141453.8153,0,17646.7432,0,0,0,0,0,0,0,0,0,0,0,18975.99863,12396.05555,0,0,0,0,13.006963,0.490909,1
region 250,12912.56125,1721.720651,43954.40109,0,0,0,614116.8765,0,0,0,0,27978.07745,0,0,0,0,0,0,0,0,201298.911,0,0,0,0,0,14.44610313,0.702806,1
region 251,0,1745.992608,0,0,0,0,0,8027.005554,77209.56759,87242.38274,0,0,0,0,0,0,0,12232.64776,0,0,17198.43683,54236.30175,0,0,0,0,28.73881613,0.443366,1
region 252,0,0,0,0,0,0,0,0,23968.77402,66938.04002,0,0,0,0,0,0,0,0,0,0,0,16837.00221,0,0,0,0,28.34160744,0.550505,1
region 253,0,0,19459.9943,0,0,0,191898.6785,0,0,0,0,26597.09984,0,0,0,0,0,0,0,0,43046.32196,0,0,0,0,0,17.23497381,0.738889,1
region 254,0,0,0,0,0,0,141793.3371,0,0,0,0,0,0,0,0,0,0,0,0,0,81967.32313,0,0,0,0,0,36.37676782,0.691358,1
region 255,0,0,19628.25936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.83695198,0.675,1
region 256,0,0,19178.69754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944.75147,37.77816408,0.625,1
region 257,0,1682.602934,23111.46611,0,0,0,247103.7722,0,0,0,0,13550.0369,0,0,138.0977338,4214.852403,0,0,0,67744.6154,48377.59091,0,0,0,0,0,17.95464538,0.592428,1
region 258,0,0,0,0,0,0,253716.713,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,139553.141,0,0,0,0,0,15.6700704,0.667656,1
region 259,0,3415.380352,0,0,0,0,591840.3876,0,0,112936.1234,0,27978.07745,0,0,141.1571475,4308.228137,0,0,0,298231.3615,205578.4482,0,0,0,0,0,24.23068173,0.627907,1
region 260,0,1589.82988,30176.47991,0,0,0,347678.9211,0,0,0,0,0,0,0,0,0,0,0,0,0,126840.9511,0,0,0,0,0,6.469314308,0.745968,1
region 261,0,1839.045431,42160.1704,0,0,0,0,0,16028.28724,72656.17622,0,12765.93602,0,0,0,0,0,0,0,0,0,11259.16192,0,0,0,0,9.540894179,0.642857,1
region 262,0,0,0,0,0,0,167489.3498,0,21518.68656,104589.528,0,0,0,0,0,0,0,0,0,0,87775.0765,15115.92428,0,0,0,3126.480321,9.400978411,0.633094,1
region 263,0,0,0,0,0,0,160854.3094,0,0,79431.97845,0,0,0,0,0,0,0,0,0,225206.4704,71013.29806,0,0,0,0,0,18.0538381,0.546429,1
region 264,0,0,0,0,0,0,86190.08254,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,47446.69303,0,0,0,0,0,16.92426177,0.699187,1
region 265,0,0,23862.38254,0,0,0,498850.9909,0,0,36079.90989,0,55133.39602,0,0,0,0,0,0,0,633578.5426,115302.2809,0,0,0,0,0,14.73720746,0.668155,1
region 266,0,1661.673913,0,0,0,0,423703.8991,0,0,57308.42204,0,40744.01347,891316.5615,0,0,0,0,0,0,0,126121.0934,0,0,0,0,3095.21666,2.535978781,0.744275,1
region 267,0,3233.974034,0,0,0,52173.12735,223905.1498,0,33767.26436,148273.577,0,0,0,0,153.0204787,4670.306419,0,0,0,232656.8538,124134.4051,23720.00772,0,0,0,0,17.3067205,0.617647,1
region 268,0,0,0,0,0,0,0,0,0,0,0,12608.06112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.262031155,0.691964,1
region 269,0,0,0,0,0,0,42231.9626,0,0,0,0,14389.38255,0,226179.8668,0,0,0,0,31670.73417,0,20257.21359,0,0,0,0,0,5.579756227,0.776471,1
region 270,0,0,49134.25661,0,0,0,0,0,48228.60515,84194.06249,0,0,0,0,0,0,0,0,0,0,0,33878.45916,0,0,0,0,0.944760456,0.547739,1
region 271,0,1722.931049,19866.37896,0,0,0,332793.0303,0,34785.31137,38724.15686,0,41144.35729,0,266649.8447,0,0,0,0,37337.52464,69782.31379,139018.4251,24435.14066,0,9382.507497,0,0,7.251851609,0.681507,1
region 272,0,0,0,0,0,0,0,0,19319.98965,106432.222,0,0,0,0,0,0,0,0,0,0,27677.98655,13571.43708,0,0,0,0,20.84700112,0.637931,1
region 273,0,1713.955671,0,0,0,0,372648.78,0,0,0,0,27978.07745,0,0,137.3403572,4191.736669,0,0,0,0,100158.4999,0,0,0,0,0,2.498413809,0.789474,1
region 274,0,1734.530787,19866.37896,0,0,0,49987.84036,0,33860.24484,0,0,13989.03872,0,0,0,0,0,0,0,0,23977.44023,23785.32239,0,0,0,0,1.340811863,0.824859,1
region 275,0,0,0,0,0,0,39505.45821,0,0,33149.37353,0,0,0,0,0,0,0,0,0,0,38416.49948,0,0,0,0,0,4.228625541,0.730469,1
region 276,0,0,53401.67668,0,0,0,50164.65544,0,14909.91542,0,0,26597.09984,0,234732.0345,0,0,0,0,32868.24761,0,0,10473.55524,0,0,0,0,6.644962767,0.630435,1
region 277,0,0,0,0,0,0,568055.2181,0,0,38642.59001,0,27978.07745,0,0,0,0,0,0,0,74461.40793,173549.2046,0,0,0,0,3028.581065,3.35230417,0.674157,1
region 278,0,0,51034.10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.84382932,0.593284,1
region 279,0,0,21875.71112,0,0,0,0,0,0,38531.45433,0,0,0,0,0,0,0,0,0,252977.277,0,0,0,0,0,0,3.231364898,0.453552,1
region 280,0,1683.236607,24442.6176,0,0,0,263808.7689,0,48654.66468,98737.30137,0,28378.42127,0,0,148.483766,4531.842346,0,0,0,0,134339.5839,34177.74711,0,0,0,3165.604042,15.08112471,0.7,1
region 281,0,0,18747.69126,0,0,0,288364.4059,0,15260.44896,31946.55948,0,13989.03872,0,0,0,0,0,0,0,0,83623.10867,10719.78954,0,0,0,0,13.22079375,0.6,1
region 282,0,1492.016225,0,0,0,0,227639.2874,9218.456066,0,32452.04185,0,13989.03872,0,0,0,0,0,14048.34283,0,0,87301.59847,0,0,0,0,0,8.704420466,0.698718,1
region 283,0,1839.399129,0,0,0,0,273881.1057,0,58048.6409,31731.91922,0,0,0,0,166.8757884,5093.181462,0,0,0,0,51794.78467,40776.59936,0,0,0,0,19.65488236,0.634783,1
region 284,0,0,0,0,0,0,204343.1181,0,31966.05129,31026.19878,0,39072.38608,0,0,0,0,0,0,0,68473.86162,19840.11699,22454.73531,0,0,0,6386.301507,4.549285336,0.621701,1
region 285,0,0,0,0,0,0,0,0,0,58088.92461,0,12765.93602,808626.3974,0,0,0,0,0,0,0,0,0,0,0,0,0,2.748890167,0.579235,1
region 286,0,1818.849276,0,0,0,0,629441.4632,0,0,0,0,40695.83261,0,0,147.5334391,4502.837615,0,0,0,0,201567.7982,0,0,0,0,0,0.839518596,0.792642,1
region 287,0,0,0,0,0,0,157040.331,0,0,60170.03953,0,13989.03872,0,0,0,0,0,0,0,0,59407.36552,0,0,0,0,0,1.323856427,0.647059,1
region 288,0,0,38763.40338,0,0,0,0,0,16354.08256,33029.30304,0,0,0,310810.2089,0,0,0,0,43521.05979,235956.7899,0,11488.0187,0,0,0,0,4.395537934,0.520492,1
region 289,0,0,0,0,0,0,192239.0923,0,0,0,0,26794.66211,0,0,0,0,0,0,0,68487.68351,94892.70096,0,0,0,0,0,10.22837108,0.713115,1
region 290,0,0,0,0,0,0,258341.923,8864.370358,0,42256.46542,0,0,0,0,0,0,0,13508.73866,0,67613.83283,118416.3261,0,0,0,0,0,5.439747832,0.573554,1
region 291,0,0,18950.36017,0,0,0,94220.51514,0,16634.58047,82999.97848,0,0,0,0,0,0,0,0,0,0,18912.00004,11685.05606,0,0,0,0,6.4689462,0.63895,1
region 292,0,0,19682.06636,0,0,0,38756.95769,0,36779.13552,53280.63073,0,0,0,0,0,0,0,0,0,0,45613.81648,25835.71382,0,0,0,2877.67644,15.95243035,0.651007,1
region 293,0,3332.446212,0,0,0,0,52955.50608,0,21247.91865,54430.37514,0,0,0,0,0,0,0,0,0,0,13842.2555,14925.72182,0,0,0,2939.77391,22.05308719,0.646154,1
region 294,0,0,84202.29624,0,0,41710.80785,241090.161,0,16985.11126,177240.899,0,38673.07162,0,0,114.2280703,3486.331334,0,0,0,0,115331.9372,11931.28842,0,0,0,9998.135547,12.21627338,0.515113,1
region 295,0,0,0,0,0,0,38292.05799,0,0,0,0,0,0,0,0,0,0,0,0,0,18367.37745,0,0,0,0,0,1.06318159,0.790026,1
region 296,0,0,0,0,0,0,377870.8486,0,0,0,0,43097.02431,0,247881.5844,0,0,0,0,34709.50743,0,170530.8841,0,0,0,0,0,1.691898397,0.717949,1
region 297,0,0,0,0,0,0,39505.45821,0,0,0,0,0,0,706266.5909,0,0,0,0,98894.66191,264507.4017,18949.40362,0,0,0,0,0,1.784884318,0.772436,1
region 298,0,0,0,0,0,0,39934.12586,0,0,75698.10764,0,13550.0369,0,0,0,0,0,0,0,234019.28,19155.02068,0,0,0,0,0,12.3799518,0.525424,1
region 299,0,0,30352.75926,0,0,0,41506.12821,9731.878685,0,32518.1144,9190.729608,14389.38255,0,0,116.2828354,3549.044394,0,14830.76637,0,254843.9194,19909.0559,0,0,0,0,0,10.14752823,0.504447,1
region 300,0,0,0,0,0,0,214254.2608,0,0,32485.19416,0,0,0,0,0,0,0,0,0,0,22731.22663,0,0,0,0,0,14.02530218,0.55205,1
region 301,0,1524.05337,0,0,0,0,213634.9048,0,0,37136.27221,0,26597.09984,0,0,0,0,0,0,0,0,81737.92087,0,4.920466568,0,0,0,10.03152242,0.553435,1
region 302,0,0,0,0,0,0,188116.5629,0,17894.16957,43811.83254,0,13989.03872,0,0,0,0,0,0,0,0,69609.74314,12569.86162,0,0,0,0,5.168888889,0.716667,1
region 303,0,0,23748.07628,0,0,0,98975.52651,0,0,108379.3489,0,0,0,0,0,0,0,0,0,0,72254.97894,0,0,0,431569.7782,0,10.99709733,0.510309,1
region 304,0,0,19926.63786,0,0,0,676279.2119,0,0,0,0,12317.41134,0,0,0,0,0,0,0,0,107323.2669,0,0,0,0,0,25.37142671,0.523622,1
region 305,0,0,0,19189.45818,0,101050.696,233763.0654,0,0,32327.24116,0,12805.62338,961545.084,227530.2269,0,0,0,0,31859.81774,237136.6419,0,0,0,0,0,0,6.737101837,0.634146,1
region 306,0,0,18686.10719,0,0,0,153223.3213,0,16634.58047,0,0,40295.48878,0,0,0,0,0,0,0,0,49042.61377,11685.05606,0,0,475375.1626,0,2.710192222,0.728022,1
