Region,Brca1,E2f6,Esrrb,Foxm1,Grhl2,Hdac2,Klf5,Max,Mga,Nanog,Nfkb2,Patz1,Pou5f1,Rad21,Rel,Rela,Rest,Sin3a,Smc3,Sox2,Sp1,Tbx3,Tlr4,Zfp281,Zfp42,Zic3,openness,GCcontent,Label
region 779,0,0,18935.63781,6354.526726,0,49063.07951,41151.55789,0,30432.36922,0,0,56158.84917,0,0,0,0,0,0,0,139633.4339,0,21377.39158,0,9748.843033,0,0,19.04099493,0.635575,1
region 780,0,1485.315236,0,0,0,0,253252.5003,0,0,75095.27745,0,13989.03872,0,0,0,0,0,0,0,0,119552.8093,0,0,0,0,0,38.28209535,0.568345,1
region 781,0,1576.334921,46210.4712,0,0,0,46333.8327,0,15764.44493,0,0,0,0,0,0,0,0,0,0,0,0,11073.82438,0,0,0,2735.007902,19.50495301,0.612648,1
region 782,0,0,0,0,0,0,47498.22442,0,0,33504.43162,0,0,0,0,0,0,0,0,0,0,0,0,0,9526.310874,0,3307.622275,17.2099976,0.508475,1
region 783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488.677964,36.11050581,0.659193,1
region 784,0,0,0,0,0,0,45982.90848,0,16869.90494,36932.53939,0,0,0,0,0,0,0,0,0,0,53430.49964,11850.36108,0,6605.608932,0,0,41.34624262,0.690476,1
region 785,0,0,0,0,0,0,99689.72349,0,0,0,0,12317.41134,0,0,0,0,0,0,0,0,25908.04479,0,0,0,0,0,4.497315926,0.705882,1
region 786,0,0,0,0,0,0,395387.1251,0,0,64053.19474,0,54684.87134,935565.4041,0,0,0,0,0,0,0,122050.8359,0,0,0,0,3459.500514,17.36071294,0.682281,1
region 787,0,0,0,0,0,0,219847.9068,0,34956.83435,0,0,14389.38255,0,0,0,0,0,0,0,0,91419.87158,24555.62795,0,0,0,0,2.709002075,0.773504,1
region 788,0,0,0,0,0,0,40792.47965,0,17093.26801,0,0,0,810033.311,0,0,0,0,0,0,68473.86162,0,12007.26375,0,0,0,0,3.946117984,0.334728,1
region 789,0,0,0,6127.591581,0,0,0,0,0,0,0,0,627466.7264,0,0,0,0,0,0,77462.35473,0,0,0,0,0,0,4.317370284,0.364198,1
region 790,0,0,0,0,1159.700857,0,209685.7794,0,0,0,0,0,0,0,0,0,0,0,0,0,26866.91369,0,0,0,0,0,25.35895479,0.669872,1
region 791,0,1661.673913,0,0,0,0,170882.5373,0,0,0,0,0,0,0,0,0,0,0,0,0,60165.93057,0,0,0,0,0,17.9845512,0.58642,1
region 792,0,0,19344.96062,43458.84598,0,239498.3032,42903.15963,0,17220.43574,152589.0365,0,0,685379.268,0,0,0,0,0,0,233984.5939,50611.73134,12096.59344,0,0,0,0,27.01430529,0.549258,1
region 793,0,0,0,0,0,0,55203.17119,0,16028.28724,0,0,13550.0369,0,0,0,0,0,0,0,0,26479.05427,11259.16192,0,0,0,0,5.29369414,0.587234,1
region 794,0,0,0,0,0,0,488815.0972,0,62986.38321,0,0,0,0,0,0,0,0,0,0,73231.12826,219364.1372,44245.14465,0,0,0,0,7.20848202,0.68,1
region 795,0,1551.091538,0,0,0,0,89612.59556,0,0,54575.95319,0,13989.03872,0,0,0,0,0,0,0,0,71694.56122,0,0,0,0,2947.636552,7.779311954,0.802521,1
region 796,0,0,0,0,0,0,275978.0992,0,0,0,0,27978.07745,0,0,0,0,0,0,0,0,88141.55295,0,0,0,0,0,1.676534661,0.771739,1
region 797,0,1766.567725,0,0,0,0,55190.91304,0,21518.68656,34740.13179,0,0,0,0,0,0,0,0,0,0,26473.17446,15115.92428,0,0,0,0,8.377670346,0.567568,1
region 798,0,0,49523.5627,0,0,0,153643.1178,0,0,35758.35223,0,0,0,0,0,0,0,0,0,0,23181.44269,0,0,0,0,0,12.44449755,0.616487,1
region 799,0,0,0,0,0,0,377295.3844,17079.79562,0,65363.92276,0,30291.40093,0,0,0,0,0,26028.52612,0,0,87525.7829,0,0,0,401705.362,3530.292678,5.314604315,0.65721,1
region 800,0,0,0,0,0,0,0,0,0,82717.03367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.281506,0.367865,1
region 801,0,0,27864.41422,0,0,0,152973.0718,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,99961.07527,0,0,0,0,0,2.118133008,0.819512,1
region 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.855108616,0.521912,1
region 803,0,0,27864.41422,0,0,0,435698.4332,0,54472.87584,0,0,25216.12223,0,0,0,0,0,0,0,0,82886.68686,38264.78277,0,0,0,0,9.04421788,0.641791,1
region 804,0,0,0,0,0,0,0,7639.034422,0,0,0,0,0,0,0,0,0,11641.40434,0,0,0,0,0,0,0,0,6.459439966,0.626437,1
region 805,0,1839.399129,20159.6244,0,0,0,140580.5275,0,53092.55427,30434.29651,0,12608.06112,0,0,188.0291474,5738.798763,0,0,0,0,22260.42255,37295.168,0,0,0,0,29.7687373,0.567308,1
region 806,0,0,0,0,0,0,146611.0193,0,74865.11347,0,0,13550.0369,610277.6195,0,0,0,0,0,0,0,97187.47225,52589.42656,0,0,0,0,29.18493137,0.674419,1
region 807,0,0,19949.00763,5503.682827,0,42493.7434,0,0,30748.02958,68093.52482,0,0,0,0,0,0,0,0,0,0,0,21599.129,0,0,0,0,31.99890339,0.463415,1
region 808,0,0,0,0,0,0,399224.1432,0,0,31957.3577,0,27978.07745,0,0,0,0,0,0,0,0,110819.7052,0,0,0,0,0,3.777391337,0.790378,1
region 809,0,0,0,0,0,0,0,0,0,118866.9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.890075,0.505102,1
region 810,0,1721.720651,52730.7544,0,0,0,0,0,15777.34297,0,0,12805.62338,0,0,141.2900498,4312.284421,0,0,0,0,0,11082.88469,0,0,0,0,19.19349457,0.596983,1
region 811,0,1760.14609,0,20172.03939,0,99796.24143,0,8198.198413,0,33065.69073,0,0,0,0,0,0,0,12493.53483,0,68473.86162,0,0,0,0,0,0,29.22562304,0.497854,1
region 812,0,0,18675.29076,0,0,0,0,0,14968.97863,33282.87696,0,0,0,0,122.8928302,3750.786681,0,0,0,0,0,10515.04453,0,0,347457.437,0,5.346224168,0.710526,1
region 813,0,0,0,0,0,0,310188.7474,0,16869.90494,51335.55155,0,26306.45006,0,257779.5787,0,0,0,0,36095.46963,0,66273.60347,11850.36108,0,0,0,0,3.856730384,0.552448,1
region 814,0,0,18712.24057,0,0,0,101568.1615,0,14981.19347,90377.83276,0,0,0,0,0,0,0,0,0,0,0,10523.62492,0,0,0,2801.320189,39.17258042,0.527273,1
region 815,0,1609.746267,0,0,0,0,105004.2103,7822.745511,15097.51549,0,0,25611.24677,0,0,0,0,0,11921.3684,0,0,84417.27924,10605.33599,0,0,0,0,7.584012762,0.726891,1
region 816,0,3133.494397,23111.46611,0,0,0,608588.7338,9641.333822,20550.01133,105242.4655,0,55173.08338,0,0,127.1247748,3879.94899,0,14692.78173,0,0,175199.9255,14435.47283,0,0,0,3241.533024,9.74259585,0.696221,1
region 817,0,1532.698245,29019.64691,24002.95133,0,86384.43613,0,0,0,97976.04722,0,0,2749119.46,0,0,0,0,0,0,405785.085,0,0,0,0,0,0,30.69506871,0.423387,1
region 818,0,0,0,0,0,0,141063.941,0,16985.11126,0,0,0,0,0,0,0,0,0,0,138941.1875,53054.83635,11931.28842,0,0,0,0,30.11531699,0.551402,1
region 819,0,0,0,0,0,0,0,0,18907.81438,51866.88276,0,0,0,0,0,0,0,0,0,0,0,13281.90221,0,0,0,2801.320189,16.55046675,0.537037,1
region 820,0,0,19682.06636,0,0,0,43629.07236,0,0,64014.77983,0,0,0,0,0,0,0,0,0,0,70380.77605,0,0,0,0,0,18.37756535,0.496622,1
region 821,0,0,0,0,0,0,0,0,0,115536.6246,0,0,1573144.007,0,0,0,0,0,0,91844.84091,0,0,0,0,0,0,7.668836596,0.419753,1
region 822,0,0,0,0,0,0,0,0,18776.24998,50154.44998,0,0,0,0,0,0,0,0,0,0,0,13189.48404,0,0,0,2708.832029,7.878682043,0.541667,1
region 823,0,0,0,0,0,81834.42907,0,0,0,0,0,0,0,0,0,0,44110.16849,0,0,0,25578.98927,0,0,0,0,6054.127374,16.05751812,0.641104,1
region 824,0,0,60862.70149,5882.29901,0,45417.02577,0,8413.530344,112072.427,257405.4228,0,0,2199542.46,292222.4896,0,0,0,12821.68705,40918.32275,506530.5267,14998.83522,78725.91645,0,0,0,2862.166818,21.82743949,0.446733,1
region 825,0,0,0,0,0,0,0,0,17856.55258,51866.88276,0,12765.93602,0,302869.5095,0,0,0,0,42409.16692,0,0,12543.43735,0,0,294127.3196,2801.320189,5.608492926,0.766667,1
region 826,0,1683.236607,0,0,0,0,0,0,0,92212.99123,0,0,0,0,157.2926006,4800.694968,0,0,0,0,0,0,0,0,0,2853.051491,13.36024594,0.561644,1
region 827,0,0,68765.60277,0,0,0,0,0,36135.52558,70251.24433,0,0,0,0,0,0,0,0,0,0,32884.21556,25383.60634,0,0,0,0,4.955551592,0.399306,1
region 828,0,0,0,0,0,0,280130.4965,9124.677762,34762.42162,46702.25439,0,13989.03872,0,0,0,0,0,13905.43064,0,0,109116.4186,24419.06162,0,0,0,0,9.041803932,0.728916,1
region 829,23784.72901,3024.453339,0,0,0,0,0,0,0,0,0,13550.0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.316215551,0.799342,1
region 830,0,0,52670.65363,0,0,0,45672.50728,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,21907.52402,0,0,0,0,0,8.772827046,0.744292,1
region 831,0,0,0,0,0,0,56051.03264,0,0,0,0,27939.41945,0,0,0,0,0,0,0,0,26885.74412,0,0,0,0,0,4.928576707,0.731343,1
region 832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634874156,0.728395,1
region 833,0,1498.809781,0,0,0,0,109241.125,0,16746.02096,36932.53939,0,13989.03872,0,0,0,0,0,0,0,0,93543.37096,11763.33807,0,0,475375.1626,0,14.6494651,0.679167,1
region 834,0,0,0,0,0,0,65538.64236,0,0,0,0,28378.42127,0,0,0,0,0,0,0,0,31436.62276,0,0,0,0,0,1.700430119,0.695238,1
region 835,0,0,0,0,0,0,40315.17716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.929816488,0,0,2714.522196,22.32341258,0.481013,1
region 836,0,0,0,11500.63833,0,41457.48106,250451.7419,0,0,0,0,13989.03872,688078.3148,0,0,0,0,0,0,0,68327.86331,0,0,0,0,0,7.356221471,0.462882,1
region 837,0,0,18208.86542,0,0,0,102609.4294,0,0,125094.1702,0,0,0,0,0,0,0,0,0,0,53706.29575,0,0,0,475375.1626,2967.81812,6.65541886,0.655172,1
region 838,0,0,0,0,0,0,260264.4096,0,15359.89224,73266.39861,0,12317.41134,0,0,0,0,0,0,0,0,87054.76202,10789.64403,0,0,0,0,17.93950681,0.7,1
region 839,0,1839.045431,23089.77633,0,0,0,0,0,15901.22695,0,0,0,0,0,137.0374719,4182.492369,0,0,0,0,0,11169.9077,0,0,0,3654.021641,29.91898767,0.573913,1
region 840,0,0,0,0,0,0,0,0,0,88668.08247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053.339097,4.473333666,0.709877,1
region 841,0,1572.300121,0,0,0,0,85430.70999,10409.0424,0,106154.4511,0,0,0,0,0,0,0,15862.72096,0,426338.4293,20102.65318,0,0,0,0,0,19.09630286,0.511022,1
region 842,0,0,44900.54775,0,0,0,140428.4276,0,16545.34103,164059.9834,0,0,0,225776.3346,0,0,0,0,31614.22976,0,94874.943,11622.36931,0,0,0,0,27.97239715,0.632911,1
region 843,0,1710.120913,19178.69754,0,0,0,97219.25414,7078.589659,0,70805.46886,0,0,0,0,137.6202908,4200.280462,0,10787.32204,0,0,48928.47778,0,0,0,0,3824.189518,9.853232998,0.696246,1
region 844,0,0,0,0,0,0,47217.59474,0,0,0,0,12765.93602,0,0,0,0,0,0,0,67383.73067,0,0,0,0,475375.1626,0,16.90305791,0.594005,1
region 845,9197.147674,0,23771.79336,0,0,47764.49711,0,0,0,54804.04685,0,0,0,0,0,0,0,0,0,0,16785.86428,0,0,0,0,2959.955846,15.03659053,0.640411,1
region 846,0,0,0,0,0,0,0,7079.991137,0,0,0,0,0,0,143.7267787,4386.655319,0,10789.45781,0,0,0,0,0,0,0,0,11.94073086,0.425781,1
region 847,0,0,37634.74053,0,0,0,97822.44675,0,0,0,0,0,0,0,0,0,0,0,0,0,24378.94115,0,0,0,0,0,11.14136297,0.681818,1
region 848,0,1766.567725,20472.69363,0,0,0,334021.69,0,0,0,0,28378.42127,0,0,0,0,0,0,0,0,95793.44239,0,0,0,0,0,7.419779704,0.691092,1
region 849,0,0,19665.76897,0,0,41801.53546,0,0,0,42419.49673,0,0,0,0,0,0,0,0,0,275733.0002,30948.99444,0,0,0,0,0,3.394488783,0.426923,1
region 850,0,0,46692.38111,0,0,0,178086.8465,0,15255.94209,50901.91626,0,26794.66211,694006.8872,0,0,0,0,0,0,67048.43867,63287.87917,10716.62366,0,0,0,0,12.0654015,0.592145,1
region 851,0,1480.416694,0,0,0,0,155471.8964,0,0,0,0,0,0,0,0,0,0,0,0,0,60319.41851,0,0,0,0,3179.451405,16.3212839,0.549383,1
region 852,0,0,0,0,0,0,0,0,0,38771.42468,0,0,0,0,0,0,0,0,0,0,51944.62446,0,0,0,0,0,11.70246379,0.465201,1
region 853,0,0,0,0,0,0,246071.3816,0,0,53280.63073,0,27978.07745,0,0,0,0,0,0,0,0,98775.20345,0,0,0,475375.1626,2877.67644,5.8095989,0.696884,1
region 854,0,0,0,16884.08689,0,83035.66313,166013.6348,0,0,0,0,13989.03872,0,0,0,0,0,0,0,139633.4339,55509.01876,0,0,0,0,0,14.15013729,0.573864,1
region 855,0,1609.746267,0,0,0,0,56536.19385,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,27118.45919,0,0,0,0,0,8.85210486,0.7375,1
region 856,0,0,0,0,0,0,228551.2541,0,18127.84115,0,0,13989.03872,0,0,0,0,0,0,0,0,66982.2595,12734.00556,0,0,0,0,14.7933487,0.630769,1
region 857,0,0,23470.12249,0,0,0,41023.58256,0,0,0,0,12608.06112,0,0,0,0,0,0,0,0,19677.59542,0,0,0,0,0,7.051724472,0.662722,1
region 858,0,0,0,16884.08689,0,83035.66313,41432.16347,0,15054.49907,0,0,0,627038.0106,0,0,0,0,0,0,0,17109.75112,10575.11886,0,0,0,0,13.59910555,0.432,1
region 859,0,1505.865089,85462.57796,0,0,0,164438.0526,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,49062.82887,0,0,0,364471.9278,0,15.24348547,0.659574,1
region 860,0,0,22408.53416,0,0,0,0,0,51971.00339,61844.20757,0,0,0,0,0,0,0,0,0,0,0,36507.32818,0,0,0,3340.193549,23.17552295,0.563559,1
region 861,0,0,18928.03784,0,0,0,225768.9914,0,38078.99449,0,0,12317.41134,0,0,0,0,0,0,0,0,43853.49807,26748.80718,0,0,0,0,9.813819362,0.662722,1
region 862,0,0,23382.42718,0,0,0,0,0,15096.14635,0,0,0,0,0,0,0,0,0,0,0,0,10604.37423,0,0,0,0,11.55772222,0.620192,1
region 863,0,0,0,0,0,0,41142.21662,0,14909.91542,101278.2076,0,12805.62338,0,0,0,0,0,0,0,0,31374.08688,10473.55524,0,0,0,2947.636552,4.695111374,0.686901,1
region 864,0,0,0,0,0,0,91202.4548,0,0,45964.90376,0,0,0,0,0,0,0,0,0,0,51246.44745,0,0,0,0,0,13.81683147,0.664865,1
region 865,0,1557.159269,43851.25283,0,0,0,94704.26613,0,0,41829.04832,0,12765.93602,0,0,0,0,0,0,0,0,45426.36497,0,0,0,0,0,0.867383279,0.762082,1
region 866,0,0,18821.33471,0,0,0,0,0,14970.34777,0,0,0,0,0,0,0,0,0,0,0,0,10516.0063,0,0,0,0,15.39940195,0.615385,1
region 867,0,1683.236607,20175.85853,11653.05701,0,40874.81329,43732.77246,0,0,0,0,0,0,279925.2424,159.3538233,4863.60512,0,0,39196.40623,345898.8008,20977.10023,0,0,0,0,0,18.32932288,0.621212,1
region 868,0,0,0,0,0,0,374706.8777,0,38172.63337,30898.44258,0,13989.03872,0,0,0,0,0,0,0,0,74093.52428,26814.58434,0,0,0,0,27.35516233,0.578467,1
region 869,0,0,0,19480.08324,0,99992.32313,596499.6902,0,21518.68656,223136.5494,0,83551.50466,1697307.288,544682.3282,0,0,0,0,76268.89816,0,262507.5975,15115.92428,0,8812.312069,0,0,26.65998067,0.688207,1
region 870,0,0,19178.69754,11223.25143,981.6524152,86654.33338,52281.10892,0,0,73665.7963,0,12317.41134,0,278522.6134,0,0,0,0,39000.00374,0,0,0,0,0,0,0,14.00555676,0.466989,1
region 871,0,0,0,0,0,0,88189.18562,0,31779.82036,39737.76314,0,0,0,0,0,0,0,0,0,0,42301.30591,22323.91633,0,0,0,0,19.22997412,0.722467,1
region 872,0,0,0,0,0,0,40296.48258,0,20550.01133,82084.44354,0,0,0,0,0,0,0,0,0,0,19328.83068,14435.47283,0,0,0,2787.351907,17.14379878,0.656951,1
region 873,0,0,0,0,0,0,43538.84177,8385.794543,0,0,0,0,0,0,0,0,0,12779.41944,0,0,20884.07838,0,0,0,0,0,17.71573073,0.635417,1
region 874,0,0,0,0,0,0,0,0,0,30784.44694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71020556,0.669039,1
region 875,0,1839.045431,26956.62161,0,0,0,137041.1703,0,16634.58047,38771.42468,0,13550.0369,0,0,141.0239807,4304.16378,0,0,0,0,46659.87945,11685.05606,0,0,0,0,8.184700918,0.706215,1
region 876,0,0,0,0,0,0,0,0,0,71105.94201,0,0,1161298.78,0,0,0,0,0,0,191232.686,0,0,0,0,0,0,39.22081086,0.519048,1
region 877,0,0,79673.79221,0,0,0,481873.9043,8712.001311,0,0,0,0,0,0,0,0,0,13276.53788,0,0,144539.1748,0,0,0,0,0,25.64765687,0.718876,1
region 878,0,0,61179.0884,0,0,0,143388.9518,0,19192.82193,86506.43137,0,0,0,0,0,0,0,0,0,161034.5007,52534.8922,13482.10739,0,0,0,0,20.65759008,0.621027,1
region 879,0,0,0,0,0,0,87431.92239,0,0,0,0,0,0,0,0,0,0,0,0,0,22455.56349,0,0,0,0,0,16.9689186,0.692308,1
region 880,0,0,21935.68221,0,0,0,86984.44565,0,19319.98965,34090.8597,0,0,0,0,114.2836057,3488.02632,0,0,0,0,92486.54568,13571.43708,0,0,0,0,12.60818123,0.696774,1
region 881,0,1508.22024,20511.79092,0,1126.857245,0,200180.0175,0,17220.43574,31980.57865,0,0,0,0,0,0,0,0,0,0,21521.30944,12096.59344,0,0,0,0,20.80079903,0.606987,1
region 882,0,1661.673913,0,0,0,0,210517.9536,0,50123.537,41962.24459,0,0,0,0,0,0,0,0,0,0,80940.8393,35209.56485,0,0,0,3183.09149,9.357313359,0.611732,1
region 883,0,0,0,10891.64654,0,84094.02356,41508.74979,0,14995.80776,0,0,28778.7651,0,276355.8308,141.6346839,4322.802928,0,0,38696.60099,150630.163,19910.31339,10533.89081,0,6461.805555,0,0,43.98653074,0.59587,1
region 884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.630060606,0.734375,1
region 885,0,0,20612.80752,0,1162.31613,0,665360.5324,7595.147445,0,92147.54663,0,0,0,0,0,0,0,11574.52337,0,0,157115.2705,0,0,0,0,3095.21666,11.91921112,0.666667,1
region 886,0,3387.422115,0,0,0,0,239359.7669,0,0,43792.67287,0,26306.45006,0,0,0,0,0,0,0,0,105228.7417,0,0,0,0,0,4.816781028,0.781538,1
region 887,10352.63334,1612.628237,25226.03075,0,0,0,278100.6094,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,97697.16287,0,0,0,0,0,7.889842005,0.716049,1
region 888,0,0,0,0,0,0,95900.77975,0,0,83541.58233,0,14389.38255,2423062.134,0,0,0,0,0,0,111834.7209,63028.07765,0,0,0,0,3073.660015,30.91127154,0.467492,1
region 889,0,1505.231623,0,0,0,0,185415.7681,0,15009.36144,49780.78509,13435.92793,53855.04854,0,0,139.147788,4246.900891,0,0,0,0,72567.66408,10543.41168,0,0,308200.9473,2688.650462,4.936024406,0.764423,1
region 890,0,0,0,0,0,0,39308.53228,0,15096.14635,0,10120.11134,14389.38255,0,0,0,0,0,0,0,0,18854.94505,10604.37423,0,0,0,0,16.68805568,0.687764,1
region 891,0,0,0,0,0,0,363823.0561,0,0,125417.4343,0,26754.97474,0,0,0,0,0,0,0,0,131697.1782,0,0,0,0,2718.413702,31.68842051,0.589391,1
region 892,0,0,0,0,0,0,45096.41639,0,0,54075.86993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920.627153,24.65169035,0.609272,1
region 893,0,0,0,0,0,0,146671.852,0,0,77276.65476,0,0,0,0,0,0,0,0,0,0,21621.41656,0,0,0,0,0,17.00403557,0.495902,1
region 894,0,1650.074382,0,0,1394.179674,0,91182.01852,7433.066327,36528.048,242164.7293,0,0,0,0,0,0,0,11327.52202,0,0,43736.86447,25659.33596,0,0,0,9284.642819,25.36007993,0.605187,1
region 895,0,0,0,11223.25143,0,86654.33338,0,7822.745511,0,109418.2102,0,0,0,0,0,0,0,11921.3684,0,0,0,0,0,0,0,0,25.36494609,0.439024,1
region 896,0,0,0,0,1031.000281,0,0,0,15402.83152,33319.25099,0,0,0,0,0,0,0,0,0,0,65301.80131,10819.80698,0,0,0,0,25.14019616,0.510204,1
region 897,0,3495.030575,0,0,0,0,0,0,0,0,0,0,0,0,165.9423291,5064.691543,0,0,0,0,0,0,0,0,0,0,42.09487757,0.611399,1
region 898,0,1609.441027,0,23300.63438,0,121403.0828,0,0,15096.14635,91655.95452,0,0,0,0,0,0,0,0,0,0,24566.25969,10604.37423,0,0,0,3186.85876,48.64131065,0.608871,1
region 899,15870.61252,0,0,0,0,41832.71997,45073.03912,0,16866.74242,95329.25427,0,26754.97474,0,0,0,0,0,0,0,0,21619.97985,11848.13955,0,0,294127.3196,3417.19605,9.288015271,0.696721,1
region 900,0,0,18747.69126,0,2007.304408,0,94171.38612,0,21518.68656,99865.94762,0,0,0,0,0,0,0,0,0,144609.6078,49720.36176,15115.92428,0,0,0,3095.21666,17.55144755,0.668998,1
region 901,0,0,0,0,0,0,0,0,16746.02096,0,0,0,0,0,139.1756102,4247.750046,0,0,0,0,0,11763.33807,0,0,0,0,6.169511948,0.606936,1
region 902,0,0,42229.70866,0,0,0,219696.1263,0,0,34590.82692,0,13989.03872,0,0,0,0,0,0,0,0,85966.70494,0,0,0,0,0,8.814991329,0.722222,1
region 903,0,0,0,0,0,0,95900.77975,0,15774.05923,30556.61947,0,14389.38255,633776.3161,0,0,0,0,0,0,0,63028.07765,11080.57801,0,0,0,3073.660015,19.17392869,0.449123,1
region 904,0,1557.159269,47991.2699,0,0,0,347587.9854,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,87595.02245,0,0,0,0,0,16.6959051,0.648318,1
region 905,0,0,0,0,0,0,188927.0051,0,0,87049.60513,0,13989.03872,0,0,0,0,0,0,0,0,69609.74314,0,0,0,0,2770.990328,19.37116492,0.659091,1
region 906,0,0,0,0,0,0,0,0,0,117034.3284,0,0,736711.0419,0,0,0,0,0,0,0,18972.20884,0,0,0,0,0,8.348424145,0.509615,1
region 907,26825.77381,0,24518.22191,0,0,0,40118.19699,0,0,0,0,27939.41945,0,0,0,0,0,0,0,0,19243.31325,0,0,0,0,0,14.90943947,0.698529,1
region 908,0,0,0,0,0,0,270224.6211,0,0,0,9471.294428,0,0,0,126.9501548,3874.619448,0,0,0,0,161277.0322,0,0,0,0,0,30.87588474,0.655914,1
region 909,0,3101.762492,0,0,0,0,254934.9406,8945.863299,37985.61456,117191.319,0,41967.11617,0,0,0,0,0,13632.92873,0,274370.574,73591.73412,26683.21191,5.21998232,0,0,0,13.45003937,0.592157,1
region 910,0,0,0,0,0,0,0,8530.436235,0,0,0,0,0,0,0,0,0,12999.84422,0,0,0,0,0,0,0,0,6.02816919,0.721925,1
region 911,0,0,0,0,0,0,77369.39094,0,0,0,0,26794.66211,0,244459.1367,0,0,0,0,34230.28072,68473.86162,66136.0841,0,0,0,0,0,7.213632294,0.80805,1
region 912,0,1609.746267,0,23123.54044,1034.808883,121122.3911,39715.95006,7434.652604,14968.97863,90300.41593,0,0,0,278689.4568,0,0,0,11329.93941,39023.36591,236431.2809,19050.36929,10515.04453,0,9382.507497,0,2592.133288,12.48009635,0.62064,1
region 913,0,0,0,0,0,0,0,0,15777.34297,54575.95319,0,0,0,0,0,0,0,0,0,0,0,11082.88469,0,0,0,2947.636552,3.569577645,0.777778,1
region 914,19821.33226,1630.649609,53463.59916,0,0,0,55045.88236,0,34985.89213,0,0,0,0,0,0,0,0,0,0,0,54155.1994,24576.03976,0,0,0,0,26.87135296,0.683284,1
region 915,0,0,31337.30741,0,0,0,102310.545,10591.68636,0,51305.32063,0,0,0,256308.4135,0,0,0,16141.05878,35889.47038,0,76754.6535,0,0,0,0,2770.990328,9.883296722,0.559603,1
region 916,0,0,19866.37896,0,0,0,89278.62424,0,0,0,0,26997.44367,0,0,0,0,0,0,0,0,19510.71169,0,0,0,475375.1626,0,12.01714457,0.735683,1
region 917,0,0,0,0,0,0,162488.4763,8551.363332,14968.97863,81409.07005,0,13989.03872,0,0,0,0,0,13031.73578,0,67613.83283,29812.56045,10515.04453,0,0,0,0,21.86438363,0.564263,1
region 918,0,0,0,0,0,0,303470.9193,0,0,49686.43375,0,13989.03872,0,0,0,0,0,0,0,0,159695.1606,0,0,0,0,2683.554564,22.20504969,0.710074,1
region 919,0,0,24871.11901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.57398279,0.530435,1
region 920,0,0,0,0,0,0,0,0,14968.97863,46702.25439,0,0,0,0,0,0,0,0,0,0,43950.40511,10515.04453,0,0,0,0,9.00089661,0.717868,1
region 921,0,0,0,0,0,0,41678.67645,0,0,0,0,0,0,0,0,0,0,0,0,0,19991.82133,0,0,0,0,0,14.00201568,0.6875,1
region 922,0,0,18666.98235,0,0,0,0,0,32759.1705,0,0,0,0,0,0,0,0,0,0,0,0,23011.86643,0,0,0,2627.85913,27.95394849,0.465347,1
region 923,0,0,0,0,0,0,0,0,17459.44615,51091.51311,0,0,0,0,0,0,0,0,0,0,0,12264.48767,0,0,0,2759.442625,9.022103986,0.556122,1
region 924,0,0,0,18294.30258,1022.558068,92136.77656,102199.39,0,0,126239.9421,0,0,1457730.346,0,0,0,0,0,0,67383.73067,72180.61118,0,0,0,0,2707.758879,21.27430038,0.572496,1
region 925,0,0,20000.28131,0,0,0,190356.2187,0,16742.73722,84604.82494,0,14389.38255,0,0,0,0,0,0,0,0,86703.76272,11761.03139,0,0,0,0,26.21437556,0.573333,1
region 926,0,0,0,0,0,0,51241.3357,0,0,45411.19798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68514957,0.384615,1
region 927,0,0,0,0,0,0,0,0,0,0,0,26997.44367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.415352063,0.698492,1
region 928,0,4791.916076,0,0,0,0,184932.1558,9094.378283,48828.64496,94039.34457,0,12608.06112,0,254047.2754,159.1253017,4856.630459,0,13859.25616,35572.85554,0,47947.17079,34299.96055,0,0,0,0,19.77018426,0.635616,1
region 929,0,0,0,18695.47038,0,96498.22944,0,0,0,31523.72241,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.805555,306471.4656,0,13.05570191,0.566502,1
