"","probability"
"region 7526",0.49357440011839
"region 7529",0.119888506669289
"region 7532",0.223459064285803
"region 7554",0.612508703839365
"region 7566",0.539281733324665
"region 7581",0.509202054899539
"region 7597",0.469685636437454
"region 7617",0.2790395588192
"region 7620",0.217761713619334
"region 7626",0.254413806387327
"region 7628",0.117180957686315
"region 7640",0.322112778708058
"region 7646",0.339706140068069
"region 7658",0.0539659481725396
"region 7670",0.900510673487852
"region 7678",0.221817365850095
"region 7694",0.0291273193210904
"region 7696",0.309557713516753
"region 7706",0.0681528718492257
"region 7722",0.131619320302033
"region 7753",0.19663312451494
"region 7777",0.499413659369367
"region 7795",0.27841880100807
"region 7834",0.573105193012272
"region 7838",0.211174001106849
"region 7863",0.196805442255869
"region 7872",0.254488296542371
"region 7876",0.120789167717328
"region 7881",0.444480168184256
"region 7886",0.0477356183803841
"region 7896",0.292976839519497
"region 7923",0.181572836671077
"region 7929",0.354161752782861
"region 7931",0.294741561340603
"region 7934",0.497186386630431
"region 7941",0.220765952422238
"region 7943",0.411690571814836
"region 7951",0.0678706271304088
"region 7958",0.724537060546927
"region 7966",0.197445850969258
"region 7973",0.302450831247193
"region 7975",0.263649861079768
"region 7980",0.203662648041424
"region 7981",0.135476304245802
"region 7989",0.341430458814141
"region 7996",0.242032278076599
"region 8020",0.453949598353162
"region 8021",0.189602214594737
"region 8033",0.0564501959484671
"region 8041",0.17082204612232
"region 8052",0.424743307864631
"region 8063",0.110181049987321
"region 8081",0.240114649817375
"region 8091",0.167834673877537
"region 8105",0.175425690668619
"region 8121",0.202840532215308
"region 8124",0.659203179154083
"region 8134",0.0157672240835787
"region 8148",0.0467125426018515
"region 8158",0.113035166001776
"region 8162",0.0848222787843957
"region 8176",0.200151489599276
"region 8189",0.19802753376643
"region 8191",0.057902406082624
"region 8194",0.828104630048887
"region 8206",0.0479456692292861
"region 8213",0.148490885910803
"region 8217",0.109187844602512
"region 8218",0.367277993483882
"region 8226",0.490505904060759
"region 8231",0.382280790996022
"region 8233",0.409502127667685
"region 8239",0.0629677363145042
"region 8262",0.100824725797076
"region 8268",0.0919049613735134
"region 8286",0.325863027104696
"region 8289",0.0856118087860439
"region 8305",0.376619025125596
"region 8306",0.106415208288841
"region 8316",0.105458162511805
"region 8324",0.37757236568549
"region 8325",0.208352169976484
"region 8328",0.338823817237106
"region 8357",0.42995938567018
"region 8359",0.314297656103542
"region 8368",0.449849648313299
"region 8383",0.146820415441474
"region 8386",0.330467645022847
"region 8388",0.0968631421039883
"region 8389",0.210499897687126
"region 8398",0.0729118102899962
"region 8417",0.204847824918249
"region 8436",0.43192003070286
"region 8446",0.234278609193151
"region 8460",0.722839322242847
"region 8466",0.732425277961817
"region 8468",0.228601630702945
"region 8473",0.0966961560496589
"region 8475",0.173555418442267
"region 8476",0.125930263408567
"region 8484",0.387470720277135
"region 8498",0.413344144037329
"region 8504",0.186825214978208
"region 8512",0.1424318506701
"region 8525",0.297621670987334
"region 8566",0.392843196859569
"region 8568",0.451325801959203
"region 8581",0.38353643649646
"region 8586",0.0716075601840089
"region 8597",0.188195929738592
"region 8629",0.0393582067622708
"region 8635",0.0834225891932087
"region 8639",0.182387460840525
"region 8663",0.0929981078447799
"region 8667",0.366613954968236
"region 8668",0.870302185493905
"region 8671",0.479594496501851
"region 8672",0.437145687628293
"region 8688",0.140415001027759
"region 8696",0.68529184563239
"region 8704",0.311935599942467
"region 8708",0.159000283441537
"region 8713",0.0981699216927235
"region 8720",0.511336093019542
"region 8725",0.357246481778812
"region 8733",0.898347743736222
"region 8740",0.124335178313515
"region 8757",0.215747518843919
"region 8781",0.397114189702803
"region 8804",0.242865703170479
"region 8820",0.553719324245371
"region 8824",0.211829137712457
"region 8829",0.0965696437461601
"region 8832",0.210688673535081
"region 8835",0.212720153810919
"region 8860",0.0650841777078791
"region 8862",0.640523234504127
"region 8864",0.115545470610314
"region 8870",0.147882396727864
"region 8899",0.0993531296150863
"region 8913",0.114621981865728
"region 8914",0.407413255581495
"region 8921",0.294104514098486
"region 8923",0.264160462196617
"region 8955",0.0899289852555629
"region 8957",0.163589965568726
"region 8971",0.373851530909191
"region 8976",0.552133068547658
"region 9004",0.246620834041567
"region 9005",0.0602590296014329
"region 9011",0.237573430933202
"region 9024",0.119368014640733
"region 9036",0.41108844409324
"region 9039",0.923340870176994
"region 9060",0.403166963941107
"region 9064",0.104302473281906
"region 9067",0.170847410678435
"region 9074",0.384194158304176
"region 9076",0.112278555133641
"region 9079",0.0360201211508801
"region 9083",0.349337103377986
"region 9097",0.130117470430456
"region 9101",0.0926685711715406
"region 9106",0.213618899045951
"region 9110",0.912926546608824
"region 9113",0.202609808186466
"region 9145",0.209781675380927
"region 9170",0.320168888217621
"region 9180",0.0847463273938471
"region 9183",0.468918659633913
"region 9212",0.146842858922095
"region 9218",0.361061794753444
"region 9233",0.18009253776337
"region 9236",0.222822462996761
"region 9255",0.565099624220185
"region 9267",0.114470516061187
"region 9270",0.187420479598764
"region 9276",0.309264894294694
"region 9301",0.14072518968688
"region 9311",0.410908921216707
"region 9314",0.0531492967269545
"region 9334",0.632483496271651
"region 9335",0.175752129792959
"region 9344",0.249382875239006
"region 9348",0.288441511772319
"region 9357",0.687273824433876
"region 9360",0.187989571106453
"region 9362",0.0818833138770008
"region 9364",0.221784979663832
"region 9365",0.842584815374511
"region 9379",0.194525879152486
"region 9383",0.212500151903158
"region 9402",0.363313569526503
"region 9408",0.0876283403778909
"region 9414",0.120773564248367
"region 9415",0.0163734390120099
"region 9417",0.089200227787861
"region 9422",0.423774769774172
"region 9424",0.849215607749216
"region 9426",0.0799190922987583
"region 9441",0.203688113619492
"region 9448",0.344934451534891
"region 9452",0.222407746655339
"region 9467",0.227830478716368
"region 9470",0.326722872958605
"region 9472",0.405353641591045
"region 9474",0.226139415941309
"region 9475",0.164537961726242
"region 9485",0.0669927422942997
"region 9509",0.195792121231698
"region 9510",0.810254640551265
"region 9528",0.320188783470593
"region 9536",0.0798608285671589
"region 9538",0.291239727255854
"region 9561",0.740326035293904
"region 9563",0.169763727694222
"region 9586",0.461987432642696
"region 9602",0.064088394626163
"region 9612",0.132795617976471
"region 9618",0.0434004031877481
"region 9628",0.0560856093424797
"region 9635",0.331402659530013
"region 9637",0.44050827821335
"region 9654",0.103193415704637
"region 9663",0.333661632058574
"region 9685",0.107983336756951
"region 9710",0.210182855406997
"region 9715",0.0998613724876325
"region 9727",0.223792168446831
"region 9741",0.558219941662441
"region 9756",0.819028396996922
"region 9759",0.0977804192697465
"region 9760",0.242383533932961
"region 9765",0.0507799219403136
"region 9800",0.188487396120048
"region 9810",0.495588690735391
"region 9813",0.0657626566878316
"region 9820",0.404949820958991
"region 9835",0.326103668591116
"region 9844",0.254385557267097
"region 9856",0.0569196118212153
"region 9865",0.300072199708915
"region 9892",0.242819638987983
"region 9893",0.527385906690297
"region 9899",0.763791833554242
"region 9927",0.140697340704962
"region 9931",0.296390078270281
"region 9935",0.116371493245535
"region 9942",0.0914459905720311
"region 9955",0.142477577533205
"region 9961",0.130853061654973
"region 9963",0.396499181820348
"region 9970",0.563803202382256
"region 9980",0.378135810922804
"region 9996",0.299361465939448
"region 9999",0.220731472258315
"region 13",0.788704623209277
"region 20",0.635143468349384
"region 35",0.824405854847834
"region 38",0.890129933904991
"region 61",0.922924883237581
"region 75",0.894995455545465
"region 83",0.0615540950768553
"region 85",0.956639289043134
"region 97",0.850314114215834
"region 127",0.864928410697736
"region 131",0.4395100093842
"region 147",0.655136271455927
"region 151",0.550431991894621
"region 159",0.929258368015867
"region 170",0.532323668378101
"region 188",0.898493091725979
"region 189",0.838231311572212
"region 231",0.965501982966715
"region 259",0.712321163387159
"region 263",0.459914806702946
"region 267",0.654593168925957
"region 268",0.896844510309287
"region 272",0.821009678197822
"region 273",0.97082858632717
"region 280",0.872376013684835
"region 327",0.160224601569549
"region 328",0.41898798328842
"region 335",0.880945337030582
"region 345",0.479657697814249
"region 389",0.748038265019188
"region 422",0.716883451299632
"region 423",0.733660386449097
"region 426",0.794108944196825
"region 428",0.937723012518394
"region 434",0.95199592986986
"region 435",0.84673722408741
"region 438",0.903956524030766
"region 449",0.749112262401207
"region 452",0.902346967607466
"region 462",0.860511507181248
"region 474",0.762203976059988
"region 484",0.674610702528239
"region 490",0.685861675604756
"region 492",0.609253052433166
"region 507",0.963488757705347
"region 518",0.521125644438408
"region 521",0.882932968622124
"region 523",0.750651425351828
"region 526",0.949168000614886
"region 538",0.852180122842708
"region 550",0.953204109017533
"region 575",0.546095854499344
"region 598",0.90433976737666
"region 599",0.848350285399523
"region 608",0.916092464298451
"region 617",0.901296673089032
"region 629",0.631558825995831
"region 636",0.932567645185562
"region 651",0.146206485568122
"region 655",0.0826896018501603
"region 692",0.817194077503751
"region 694",0.870580450463599
"region 700",0.325388017980971
"region 707",0.887559078136806
"region 711",0.812702554079524
"region 712",0.792118906332287
"region 713",0.855716184333425
"region 716",0.799344531253513
"region 717",0.624462226551255
"region 718",0.937687651556619
"region 721",0.792843357537424
"region 731",0.73833863152148
"region 748",0.932884541529104
"region 750",0.928674509658278
"region 759",0.574691433847083
"region 800",0.99999999999735
"region 803",0.765460128893202
"region 807",0.292994156841505
"region 812",0.959088024084394
"region 816",0.86068265049361
"region 835",0.345991974010545
"region 840",0.903266177334432
"region 853",0.962369915265307
"region 857",0.84178435052579
"region 867",0.518143138635319
"region 876",0.473255545774154
"region 881",0.741578786235411
"region 884",0.944975756594808
"region 892",0.769121610486048
"region 898",0.824480455620788
"region 913",0.960764194231313
"region 918",0.926865056827797
"region 924",0.575379099063384
"region 939",0.965294744312302
"region 942",0.808376221824273
"region 956",0.851127534338471
"region 960",0.585359312199898
"region 961",0.957523072058541
"region 991",0.463511714566803
"region 993",0.752834780770708
"region 1006",0.866765627211549
"region 1023",0.902926960238857
"region 1024",0.569986370281477
"region 1028",0.890544788754898
"region 1034",0.595290101115177
"region 1054",0.717053026215342
"region 1059",0.596817023412483
"region 1072",0.903833092910756
"region 1074",0.795398009148164
"region 1080",0.853822795928916
"region 1081",0.0868702741083716
"region 1091",0.938988454299045
"region 1106",0.672867952839823
"region 1109",0.931997040103936
"region 1112",0.936271801348965
"region 1120",0.871083025870963
"region 1138",0.588529258989964
"region 1151",0.625835678445093
"region 1161",0.751985228102342
"region 1168",0.615436092096373
"region 1207",0.776329440057195
"region 1209",0.950441583387591
"region 1211",0.882715554123915
"region 1218",0.874904756177647
"region 1231",0.667785053327741
"region 1252",0.463861828161498
"region 1257",0.821281486708713
"region 1263",0.955861645528315
"region 1266",0.494341301297293
"region 1274",0.673185149196529
"region 1277",0.770244599338816
"region 1286",0.969747919432462
"region 1287",0.922376162967579
"region 1292",0.550719471751175
"region 1295",0.106165864545096
"region 1304",0.928956152758252
"region 1318",0.947980685599115
"region 1344",0.237513395941901
"region 1364",0.937557495723372
"region 1367",0.547059836396751
"region 1388",0.926200907818027
"region 1389",0.164522562965665
"region 1407",0.918727929949811
"region 1409",0.895545225171966
"region 1431",0.937779103680785
"region 1458",0.859415263643657
"region 1461",0.910745351280639
"region 1483",0.815744200338432
"region 1487",0.981041666721473
"region 1491",0.901097121460656
"region 1502",0.710002857206612
"region 1507",0.827059972712682
"region 1528",0.527898247794244
"region 1530",0.903577246089046
"region 1556",0.63579271880007
"region 1567",0.803572040416397
"region 1573",0.98270004812286
"region 1583",0.164174942445497
"region 1584",0.433677267722662
"region 1585",0.840966394971227
"region 1596",0.884081046741317
"region 1609",0.852725926321237
"region 1625",0.909123064171037
"region 1638",0.806559771003518
"region 1641",0.884241182117691
"region 1649",0.950518241618964
"region 1654",0.687314883959108
"region 1656",0.155802901327084
"region 1657",0.916204647365431
"region 1659",0.885440434865856
"region 1687",0.8950977672926
"region 1688",0.808237961298844
"region 1694",0.565476785597155
"region 1718",0.69889029035108
"region 1720",0.267482970206652
"region 1734",0.73015864021708
"region 1736",0.76767287259041
"region 1743",0.89600544208023
"region 1749",0.139378768898959
"region 1757",0.655192587741775
"region 1770",0.96674730153211
"region 1790",0.588423662326601
"region 1791",0.922605216093775
"region 1796",0.913022445871661
"region 1801",0.793668054672273
"region 1807",0.954479638160753
"region 1823",0.730742245483751
"region 1825",0.979202320952833
"region 1840",0.946484844125114
"region 1850",0.283567891188079
"region 1861",0.948548466764672
"region 1868",0.947816100805551
"region 1886",0.816024308946998
"region 1915",0.858586367535155
"region 1929",0.880763632277995
"region 1937",0.707602184496076
"region 1950",0.962935544361217
"region 1951",0.906719765166917
"region 1958",0.860729175505413
"region 1961",0.893698342221886
"region 1970",0.853038048838125
"region 1974",0.901714849918748
"region 1981",0.373435083644914
"region 2007",0.144577994020949
"region 2021",0.289145882872179
"region 2042",0.778508255385536
"region 2045",0.265693956290472
"region 2054",0.784858807198731
"region 2064",0.94611605099691
"region 2067",0.393363652855412
"region 2088",0.901617618311698
"region 2091",0.901634607082703
"region 2092",0.880197895145986
"region 2104",0.745744866709032
"region 2133",0.830106144421797
"region 2135",0.809487647597037
"region 2139",0.605890687940256
"region 2147",0.963474669514193
"region 2154",0.960207109123204
"region 2160",0.254749715878862
"region 2163",0.932809912176411
"region 2165",0.403430165646553
"region 2168",0.916650630285349
"region 2184",0.795969428546149
"region 2222",0.685033670702321
"region 2249",0.745213592683563
"region 2260",0.878450692555729
"region 2270",0.188455369333539
"region 2277",0.830341059701046
"region 2286",0.195148475574102
"region 2287",0.864705660234176
"region 2323",0.716733553709323
"region 2328",0.344179975521249
"region 2335",0.366980380794147
"region 2341",0.493022120055997
"region 2344",0.851848362521627
"region 2357",0.587134192350495
"region 2360",0.685522431774509
"region 2374",0.312980874279436
"region 2397",0.89050409490936
"region 2417",0.677087766005617
"region 2423",0.803940860077142
"region 2436",0.83536354302275
"region 2442",0.486216639736453
"region 2444",0.698140078582321
"region 2446",0.864469680403823
"region 2469",0.835428640771173
"region 2489",0.974231278227042
"region 2493",0.88287747775895
"region 2498",0.820827875828009
"region 2500",0.980636844568128
"region 2508",0.594986679513643
"region 2515",0.949756350007496
"region 2519",0.926938982548556
"region 2534",0.735015872120457
"region 2540",0.862702186641718
"region 2545",0.587907703511706
"region 2549",0.0837226366935423
"region 2570",0.853619144525489
"region 2571",0.803555955020279
"region 2581",0.9104365765847
"region 2619",0.874314493106518
"region 2625",0.104895687762024
"region 2635",0.743690689765934
"region 2639",0.942390420703199
"region 2657",0.839963246747697
"region 2673",0.898313979831374
"region 2678",0.882946905081092
"region 2681",0.53372990272535
"region 2691",0.900035766209597
"region 2696",0.826199014542325
"region 2706",0.81234341299019
"region 2713",0.83374910044992
"region 2723",0.742435683544863
"region 2724",0.941783934342799
"region 2737",0.794946662071833
"region 2739",0.636574038526413
"region 2746",0.329513555358348
"region 2758",0.0824555590631233
"region 2770",0.972066458893505
"region 2772",0.946043588850716
"region 2773",0.939717012214114
"region 2776",0.915932272364492
"region 2788",0.999206393055133
"region 2792",0.916178585196427
"region 2794",0.899375568487198
"region 2797",0.115372883142227
"region 2800",0.705577403357335
"region 2804",0.504804122038004
"region 2816",0.913881498817225
"region 2823",0.794184079482514
"region 2827",0.880060116653203
"region 2837",0.849382278372412
"region 2841",0.861340168244821
"region 2899",0.968968648785961
"region 2902",0.815577097983559
"region 2923",0.921957854943912
"region 2937",0.964536351235492
"region 2949",0.886984195316293
"region 2954",0.920660933901166
"region 2957",0.314219327957954
"region 2967",0.58669749760528
"region 2980",0.986804758048159
"region 2983",0.608239972493509
"region 2995",0.733361584255239
"region 3031",0.844401899368569
"region 3040",0.902001419030883
"region 3047",0.917732868572667
"region 3050",0.917878731456133
"region 3056",0.963217873856327
"region 3067",0.908974134869794
"region 3077",0.947585429441932
"region 3089",0.88221070786558
"region 3095",0.948775686139682
"region 3122",0.63738684405791
"region 3145",0.321610129843028
"region 3154",0.674768884109845
"region 3159",0.976096967948701
"region 3160",0.76792746633308
"region 3163",0.813085880012562
"region 3167",0.949705258429129
"region 3172",0.85052380671976
"region 3177",0.794302311870975
"region 3191",0.700525324585354
"region 3196",0.549109771088234
"region 3208",0.844994638088973
"region 3212",0.0965803198588387
"region 3221",0.344556210889607
"region 3222",0.718347541759708
"region 3228",0.093029383005975
"region 3229",0.384936521625575
"region 3260",0.767040389491547
"region 3275",0.162739321918499
"region 3279",0.0514574732921512
"region 3289",0.388606747893153
"region 3304",0.0976073323995818
"region 3308",0.960131618584146
"region 3322",0.929312747401647
"region 3357",0.735148248689092
"region 3358",0.251781620557212
"region 3367",0.963685769925776
"region 3396",0.827860794326634
"region 3406",0.944869072756789
"region 3407",0.700960728303146
"region 3408",0.769122321161929
"region 3420",0.81742032537095
"region 3432",0.518248514886981
"region 3435",0.852744847339807
"region 3451",0.951755432990207
"region 3452",0.988671536949562
"region 3455",0.97467791228076
"region 3465",0.691867080076263
"region 3468",0.829709805996252
"region 3486",0.915007638640017
"region 3509",0.467570386641981
"region 3514",0.426254528586052
"region 3534",0.259573514491143
"region 3553",0.934460560436553
"region 3578",0.536883421245721
"region 3604",0.937459788195314
"region 3614",0.464780532025983
"region 3616",0.917530076295116
"region 3667",0.782681047124032
"region 3683",0.924987142471851
"region 3699",0.825830340998409
"region 3701",0.21723246680819
"region 3709",0.424903884059984
"region 3730",0.929956612224728
"region 3734",0.896146395226303
"region 3744",0.894094112292196
"region 3775",0.766648952396738
"region 3788",0.872534793844726
"region 3809",0.195873965946369
"region 3824",0.806383912832496
"region 3827",0.805073310395935
"region 3831",0.734959045785079
"region 3840",0.891880239146584
"region 3857",0.877068231895666
"region 3869",0.966967796535261
"region 3875",0.909771092759561
"region 3886",0.976256548433188
"region 3889",0.895743460573644
"region 3905",0.108969350507373
"region 3920",0.806517340188302
"region 3924",0.705719586872377
"region 3942",0.880303947335817
"region 3943",0.964675800936647
"region 3965",0.152107548788816
"region 3981",0.59473711611971
"region 3985",0.781522632231259
"region 3989",0.895863936152594
"region 3997",0.959102512236009
"region 4005",0.951078443450013
"region 4008",0.92006929939852
"region 4012",0.682160192010801
"region 4014",0.812441711344079
"region 4019",0.921392313623719
"region 4022",0.860916458720902
"region 4028",0.912018565741558
"region 4039",0.695207741412741
"region 4049",0.974415374840583
"region 4050",0.962176837911676
"region 4056",0.801870526919331
"region 4058",0.232442156449192
"region 4061",0.861660493537913
"region 4064",0.680206654997287
"region 4078",0.903243566927208
"region 4086",0.26902304552808
"region 4087",0.85467284415215
"region 4094",0.903282356293191
"region 4103",0.895585095760859
"region 4123",0.967880848527599
"region 4147",0.80688680908309
"region 4161",0.834786463671607
"region 4163",0.693523898897159
"region 4167",0.940726900803616
"region 4168",0.957781580696045
"region 4208",0.478641970568301
"region 4209",0.702020625418562
"region 4213",0.792485054351956
"region 4216",0.437433709254448
"region 4222",0.926355599271291
"region 4223",0.874528189523846
"region 4237",0.180987247765699
"region 4246",0.843546447437472
"region 4251",0.780645491112151
"region 4252",0.329171667605013
"region 4273",0.823303800118194
"region 4280",0.944416485507679
"region 4289",0.694389235232207
"region 4292",0.883118938340486
"region 4300",0.904325522201583
"region 4337",0.698868529843455
"region 4341",0.981543477369289
"region 4345",0.904987966733554
"region 4346",0.605738190408544
"region 4379",0.954166515256958
"region 4385",0.480803690114744
"region 4394",0.863642432080025
"region 4398",0.947556833860824
"region 4400",0.802483563429011
"region 4401",0.603372370162841
"region 4412",0.383188318368184
"region 4421",0.180405841323445
"region 4423",0.836435175514178
"region 4439",0.780419351875709
"region 4448",0.897799800318369
"region 4460",0.954655045110786
"region 4464",0.974304522591558
"region 4466",0.834514479945948
"region 4468",0.816852376918778
"region 4472",0.825642717349583
"region 4486",0.777933426839861
"region 4488",0.827617738788308
"region 4494",0.940650614991034
"region 4498",0.847115473543897
"region 4507",0.943703456270001
"region 4527",0.824030680968556
"region 4539",0.603848139685631
"region 4540",0.891346603068568
"region 4548",0.359279281337279
"region 4583",0.739933915883649
"region 4588",0.574937142158068
"region 4592",0.467717176256512
"region 4605",0.966819780549465
"region 4610",0.284340713842056
"region 4625",0.911984662838545
"region 4628",0.892569016931679
"region 4644",0.539016124123384
"region 4651",0.892872546372754
"region 4659",0.622259472287786
"region 4663",0.708823524180797
"region 4671",0.842556086984203
"region 4690",0.594271614980419
"region 4691",0.843186485506543
"region 4702",0.825031567917888
"region 4714",0.641142041628628
"region 4733",0.903082725309558
"region 4734",0.875906922153338
"region 4777",0.76937683226836
"region 4798",0.931359908004982
"region 4800",0.804926589516509
"region 4802",0.863809298041795
"region 4811",0.934936755138695
"region 4814",0.221618859878155
"region 4815",0.917643021658591
"region 4822",0.53841473547833
"region 4840",0.691983222984981
"region 4842",0.555985614968707
"region 4855",0.509254475486349
"region 4865",0.408566350528679
"region 4873",0.926533079682501
"region 4877",0.967737753853756
"region 4911",0.671187628749751
"region 4926",0.858710811536137
"region 4943",0.731167316676475
"region 4958",0.678882298732343
"region 4964",0.864283336946595
"region 4967",0.859716113977628
"region 4996",0.980783413223438
"region 5007",0.254923972298519
"region 5029",0.382700742384808
"region 5091",0.0436999439432666
"region 5092",0.0406352306738186
"region 5103",0.453057334727764
"region 5120",0.186726427275055
"region 5123",0.0422123236718044
"region 5133",0.523667020837108
"region 5142",0.099937605283311
"region 5171",0.735796927268464
"region 5210",0.73616628726048
"region 5216",0.0858268375332352
"region 5231",0.476342350304995
"region 5238",0.0923116836078824
"region 5243",0.12527558632908
"region 5271",0.0923880490456301
"region 5287",0.268171737329329
"region 5314",0.201179855625772
"region 5321",0.814294060779382
"region 5338",0.0725986455021842
"region 5353",0.370320460384491
"region 5359",0.104039795825037
"region 5363",0.124468049397544
"region 5383",0.365881607587984
"region 5389",0.134350033856355
"region 5411",0.0773123655745828
"region 5420",0.266880072706109
"region 5433",0.7724089091587
"region 5454",0.580098207002735
"region 5459",0.303620732797233
"region 5478",0.315790502955092
"region 5479",0.0845769340831226
"region 5489",0.0344655869030119
"region 5490",0.0331599939740221
"region 5499",0.570223993495982
"region 5509",0.560666775528816
"region 5510",0.213525479087162
"region 5513",0.046665880055756
"region 5515",0.058339039242459
"region 5547",0.24375263462412
"region 5576",0.0910867394924974
"region 5577",0.450491941079009
"region 5601",0.194505338168951
"region 5610",0.124336939718524
"region 5644",0.0253115427609526
"region 5656",0.658696763488894
"region 5663",0.4870654237892
"region 5667",0.344741752454232
"region 5673",0.0660458966231088
"region 5694",0.310290643848752
"region 5695",0.151421643076007
"region 5697",0.0680690587145746
"region 5698",0.240055417039274
"region 5708",0.112721152506184
"region 5722",0.286431379392089
"region 5730",0.0744311431989556
"region 5732",0.28295315411057
"region 5744",0.426097653130347
"region 5745",0.254867570265526
"region 5758",0.809807905093411
"region 5769",0.17267708785514
"region 5771",0.161982080311935
"region 5779",0.218673964509756
"region 5783",0.178761096478769
"region 5797",0.252995981878188
"region 5800",0.204783524016493
"region 5825",0.185944046372281
"region 5830",0.213311999602165
"region 5880",0.123520166310874
"region 5889",0.175606745530316
"region 5890",0.203571967842168
"region 5897",0.203049590015489
"region 5898",0.077050338354032
"region 5904",0.252027974669254
"region 5913",0.39298503184582
"region 5920",0.216500482474881
"region 5921",0.237661417145185
"region 5927",0.25452382192736
"region 5932",0.488046332934303
"region 5960",0.329944097584419
"region 5973",0.486187632354221
"region 5980",0.0167239742420469
"region 5993",0.134322915371261
"region 6004",0.18371987630306
"region 6021",0.454799914400744
"region 6042",0.10131968597907
"region 6079",0.372761390718898
"region 6083",0.216992516525271
"region 6094",0.189499816221822
"region 6100",0.305668300789217
"region 6114",0.490941054251853
"region 6120",0.254543721422179
"region 6131",0.379800758849327
"region 6145",0.35508850319744
"region 6164",0.0933129032740132
"region 6190",0.287327693989177
"region 6193",0.244801188710269
"region 6225",0.460773121214319
"region 6246",0.122028007663853
"region 6249",0.156332908863179
"region 6253",0.0887206533942909
"region 6256",0.276733155671829
"region 6268",0.127748929425388
"region 6286",0.0878165381695915
"region 6288",0.146316936659243
"region 6293",0.160997379102568
"region 6301",0.236213752258971
"region 6302",0.0911970577725412
"region 6308",0.0739297308236076
"region 6323",0.672906652484023
"region 6351",0.192259030230901
"region 6363",0.195696833593927
"region 6369",0.10051470454309
"region 6380",0.277285470654556
"region 6381",0.154865872917578
"region 6385",0.20348195188695
"region 6397",0.63068085087805
"region 6398",0.154583904801795
"region 6400",0.134442514860601
"region 6402",0.0443890158580346
"region 6423",0.171603434334233
"region 6437",0.138315397431556
"region 6450",0.356041831671203
"region 6452",0.0444723367954938
"region 6456",0.778290022467423
"region 6459",0.0430638377935036
"region 6466",0.683475265562295
"region 6467",0.812020232229082
"region 6480",0.163064453445662
"region 6483",0.0831598618672962
"region 6524",0.416059818480592
"region 6526",0.360324615962385
"region 6528",0.0940318483381841
"region 6541",0.338176566780183
"region 6546",0.130490959787479
"region 6563",0.242763136492198
"region 6568",0.131077987230325
"region 6569",0.0479946795867994
"region 6577",0.151280942698178
"region 6578",0.13119532960609
"region 6597",0.123394318271936
"region 6623",0.0574872259914476
"region 6639",0.0599440008372598
"region 6642",0.484095734266944
"region 6646",0.70044566447284
"region 6649",0.466845813397489
"region 6671",0.292061761369694
"region 6698",0.330149134929933
"region 6700",0.395574377943206
"region 6709",0.222507742994908
"region 6730",0.233301506641246
"region 6733",0.820401663918159
"region 6737",0.508495978851466
"region 6748",0.245033931139392
"region 6749",0.117272094434784
"region 6759",0.553697426355027
"region 6778",0.320875593270574
"region 6784",0.1073040737139
"region 6787",0.154174259565194
"region 6796",0.156734950001969
"region 6809",0.44680884397599
"region 6857",0.7773350260716
"region 6865",0.0819759708669084
"region 6873",0.287224191890833
"region 6894",0.18632241886123
"region 6912",0.069717778704722
"region 6915",0.183909637663421
"region 6919",0.131199496611665
"region 6922",0.0661402581457825
"region 6934",0.0429746246957815
"region 6954",0.498514830723725
"region 6961",0.247857903649624
"region 6964",0.261101276096704
"region 6971",0.155139425827879
"region 6972",0.212298512994893
"region 6978",0.733195705927283
"region 6987",0.0748772618027806
"region 6989",0.105754689012921
"region 7005",0.162561098049425
"region 7011",0.195013127808181
"region 7015",0.186732183853532
"region 7016",0.508857404363922
"region 7018",0.530412010992625
"region 7023",0.162703897643851
"region 7027",0.126630961835167
"region 7035",0.320370795135159
"region 7047",0.174140072598075
"region 7048",0.360923708564607
"region 7049",0.117535565812183
"region 7066",0.145714033091663
"region 7069",0.142392098091996
"region 7075",0.879013615459453
"region 7077",0.230125875533904
"region 7083",0.166498380330805
"region 7094",0.0459147955152025
"region 7104",0.826887685724457
"region 7113",0.319196328442371
"region 7116",0.168802546727425
"region 7117",0.0651196506744121
"region 7121",0.928187066621348
"region 7123",0.604802835663992
"region 7130",0.669164201882553
"region 7134",0.063510603473239
"region 7143",0.286490632689037
"region 7145",0.19602650675653
"region 7147",0.388820450702824
"region 7150",0.541355242119154
"region 7177",0.581764440965673
"region 7178",0.764924525436562
"region 7183",0.179016572289775
"region 7194",0.226910633221528
"region 7219",0.233024758410926
"region 7240",0.0715684230184097
"region 7244",0.307797740569172
"region 7251",0.170220616856004
"region 7252",0.373324216573821
"region 7262",0.303439413658001
"region 7285",0.114504391316536
"region 7291",0.0799016814782868
"region 7303",0.0724292688543978
"region 7304",0.398083816407437
"region 7305",0.213571517248245
"region 7308",0.625468503162737
"region 7313",0.0773101015923481
"region 7327",0.228662832868918
"region 7342",0.772948165100151
"region 7343",0.47669621671048
"region 7348",0.1256591921123
"region 7370",0.358880755594109
"region 7378",0.192106739166418
"region 7401",0.271507163242827
"region 7417",0.307568172809255
"region 7419",0.393962673631616
"region 7446",0.288427281898467
"region 7460",0.484526717418125
"region 7461",0.0947437644514598
"region 7475",0.176534750581174
"region 7478",0.886702930697118
"region 7482",0.91017364017616
"region 7484",0.382075511655421
"region 7499",0.639769026657511
"region 7502",0.0686251827324364
"region 7512",0.152572899188889
"region 7521",0.335315125499199
