"","probability"
"region 9616",0.359051067870948
"region 9652",0.384265114112888
"region 9655",0.3103262460757
"region 9681",0.19305431915021
"region 9720",0.0570653313862025
"region 9725",0.505931128625974
"region 9761",0.441963470732038
"region 9771",0.423422694729894
"region 9777",0.255747591849615
"region 9807",0.176931092425125
"region 9812",0.450579508027517
"region 9830",0.113443126829619
"region 9834",0.341947781168365
"region 9841",0.574345975267961
"region 9847",0.163681813415833
"region 9872",0.620733619306234
"region 9883",0.570706670178884
"region 9888",0.06247062072294
"region 9911",0.0672985059613235
"region 9922",0.166307949202852
"region 9926",0.314069585372225
"region 9937",0.320445451240284
"region 9941",0.456274177085718
"region 9952",0.615028291334648
"region 9965",0.381542072396831
"region 9974",0.188027389141338
"region 9976",0.180578226581613
"region 9978",0.822178296972009
"region 9981",0.0380693792034956
"region 25",0.874402646615041
"region 30",0.40639748836296
"region 32",0.331832333100977
"region 44",0.150066052485219
"region 45",0.788969659602329
"region 46",0.956167431002837
"region 47",0.88501857808406
"region 58",0.981001383819318
"region 69",0.0446970462677005
"region 77",0.190204006083281
"region 80",0.912229561755778
"region 92",0.242193299891169
"region 108",0.836777359181783
"region 136",0.853867503131489
"region 164",0.0961776710813374
"region 172",0.815147100151436
"region 184",0.739472821079881
"region 196",0.363143774956822
"region 226",0.800660965082888
"region 227",0.639090874526762
"region 230",0.799889664992019
"region 238",0.947227897707462
"region 245",0.962285469472634
"region 269",0.945638053006543
"region 278",0.692952480818597
"region 289",0.921839073572619
"region 291",0.76800096103191
"region 299",0.263720112698317
"region 318",0.673139511975322
"region 330",0.716348545299266
"region 340",0.95299310797989
"region 357",0.969072018963391
"region 358",0.885480984087498
"region 360",0.311258663520274
"region 364",0.22272464927654
"region 392",0.842101406938398
"region 401",0.959854858502008
"region 429",0.982243082553795
"region 439",0.413365265173057
"region 451",0.942422060095822
"region 479",0.860056681430647
"region 486",0.945703790371464
"region 489",0.298237421168487
"region 493",0.81506440473606
"region 511",0.422345514452443
"region 513",0.905036593656569
"region 548",0.35272597925899
"region 551",0.844632990350368
"region 564",0.575830317615354
"region 600",0.726174768944469
"region 604",0.568710859476056
"region 605",0.932257466326213
"region 620",0.924676648029611
"region 626",0.673597537787554
"region 660",0.68138509652082
"region 666",0.852520303655077
"region 684",0.741931866930002
"region 691",0.722314039268055
"region 705",0.614598443334221
"region 714",0.697527527856358
"region 715",0.817489316609131
"region 725",0.79322575694886
"region 746",0.866665666552369
"region 749",0.482034060207219
"region 757",0.808046296409894
"region 760",0.92771579506218
"region 780",0.70883716854813
"region 784",0.937392957976452
"region 790",0.903657425310763
"region 804",0.782246964362939
"region 817",0.0894069581038238
"region 830",0.939257567771387
"region 844",0.90753649539526
"region 852",0.264283134615163
"region 860",0.528330935159735
"region 861",0.830468335271232
"region 880",0.895239044238405
"region 885",0.827376927627589
"region 896",0.451690890150086
"region 897",0.84520335889948
"region 900",0.805681771190778
"region 905",0.851869977755481
"region 910",0.934443739505393
"region 915",0.341904190209408
"region 927",0.912274035023325
"region 948",0.830857963958297
"region 951",0.953198560298901
"region 959",0.283664457939704
"region 964",0.7235749588319
"region 970",0.816543487028419
"region 987",0.973129678601756
"region 989",0.951312130843197
"region 994",0.362120218374339
"region 996",0.73434263079238
"region 1002",0.526029757090375
"region 1004",0.816954421999666
"region 1018",0.118314395687465
"region 1026",0.73541516005649
"region 1043",0.854355744427273
"region 1048",0.897417225635575
"region 1076",0.952369036651025
"region 1086",0.26420713690742
"region 1088",0.580771780157191
"region 1094",0.209365515410834
"region 1114",0.78907529676672
"region 1124",0.940604784594417
"region 1130",0.674984007094233
"region 1132",0.827519152318461
"region 1135",0.980251487894723
"region 1140",0.69587392873924
"region 1141",0.943365879795259
"region 1143",0.92653160193563
"region 1155",0.618942066506982
"region 1157",0.065119089581538
"region 1163",0.787069226249029
"region 1164",0.970869536567458
"region 1166",0.871994126172416
"region 1196",0.484039335010491
"region 1214",0.8672943514517
"region 1220",0.971847995619909
"region 1221",0.614579861173991
"region 1224",0.796916584015612
"region 1232",0.601317798755569
"region 1275",0.911186921163746
"region 1294",0.941323466721741
"region 1299",0.916567934979645
"region 1307",0.385869575948936
"region 1312",0.927444878873024
"region 1319",0.890189041714665
"region 1323",0.904138424986078
"region 1326",0.744159421587643
"region 1327",0.960352905434567
"region 1329",0.690553119407662
"region 1342",0.976200897402277
"region 1343",0.825269019691419
"region 1358",0.877301476912285
"region 1378",0.891569918393631
"region 1381",0.958197521116906
"region 1395",0.32741584635613
"region 1403",0.864686588583623
"region 1433",0.321813178706737
"region 1453",0.672655766632375
"region 1456",0.914771962554096
"region 1466",0.880766938310137
"region 1470",0.952225769910838
"region 1485",0.75814139174129
"region 1495",0.63385848657465
"region 1514",0.9503393802102
"region 1516",0.822895668859546
"region 1524",0.491191797301053
"region 1532",0.899756404402513
"region 1536",0.726836516006834
"region 1539",0.375799866465245
"region 1540",0.922157631027249
"region 1586",0.542992225345504
"region 1603",0.760471907124927
"region 1612",0.58698502710044
"region 1621",0.936747720054358
"region 1632",0.909034481662417
"region 1665",0.587698554153573
"region 1667",0.453191606387219
"region 1683",0.455579151572331
"region 1685",0.822207113502855
"region 1695",0.75658084608166
"region 1730",0.908093323248997
"region 1737",0.839911747843998
"region 1753",0.611564426184992
"region 1754",0.870302525328392
"region 1771",0.786425941778221
"region 1785",0.935397048549921
"region 1788",0.883656364294276
"region 1789",0.766756863389263
"region 1799",0.914733956581652
"region 1803",0.0105771977792025
"region 1811",0.0530250549314727
"region 1815",0.496853016796577
"region 1816",0.738526261747576
"region 1817",0.97860118853366
"region 1822",0.363244070476728
"region 1844",0.88481400398432
"region 1856",0.870065058391355
"region 1857",0.748090757093295
"region 1865",0.474006151530958
"region 1877",0.72952825700823
"region 1878",0.198160106484387
"region 1890",0.892422968843883
"region 1898",0.783246470372249
"region 1904",0.290225645178184
"region 1906",0.791607032638196
"region 1908",0.77980109228695
"region 1916",0.967642497977252
"region 1917",0.901625262154855
"region 1925",0.44059297170066
"region 1926",0.339884084482511
"region 1943",0.477003021577888
"region 1945",0.968136231616577
"region 1946",0.862741142929048
"region 1960",0.621908231720389
"region 1967",0.941667410593424
"region 1968",0.637972974358927
"region 1978",0.976925915601419
"region 1994",0.958365097481192
"region 1995",0.554129071899883
"region 1997",0.960807464422362
"region 2001",0.226997168237133
"region 2023",0.555150101237921
"region 2025",0.367414529848857
"region 2033",0.705294376634491
"region 2043",0.873901788513378
"region 2057",0.918814060525276
"region 2066",0.859752664309987
"region 2074",0.949499167936578
"region 2078",0.923150451781247
"region 2081",0.485120307147437
"region 2086",0.905599906805471
"region 2098",0.9506422900707
"region 2103",0.697475412883065
"region 2106",0.848576764983377
"region 2115",0.899456086544051
"region 2131",0.71573963419467
"region 2132",0.790131887833261
"region 2143",0.736039123952955
"region 2148",0.906006831181379
"region 2158",0.788470006951056
"region 2170",0.770935779835636
"region 2179",0.812606912814931
"region 2186",0.966428591144288
"region 2209",0.651816777747479
"region 2212",0.812539269626327
"region 2226",0.890640095597726
"region 2250",0.350617765811757
"region 2263",0.0656435988077003
"region 2285",0.914946781611368
"region 2296",0.924473863416074
"region 2311",0.95922751997456
"region 2336",0.590362438906225
"region 2337",0.825078251198429
"region 2349",0.333940636326971
"region 2355",0.816249566716917
"region 2364",0.110580147813658
"region 2392",0.907979048259464
"region 2400",0.934494119739206
"region 2401",0.979578798793465
"region 2432",0.697596882057843
"region 2435",0.519791621171343
"region 2439",0.769678761420223
"region 2447",0.84081179756852
"region 2452",0.929983604303239
"region 2490",0.781657513881056
"region 2501",0.77869854977989
"region 2527",0.989249118926574
"region 2530",0.891115851246283
"region 2548",0.426484482665392
"region 2550",0.823253395606188
"region 2587",0.768721023586557
"region 2588",0.450540174074167
"region 2590",0.841494151843211
"region 2591",0.788445080274591
"region 2592",0.936418991706093
"region 2603",0.518545156099266
"region 2613",0.786833176118316
"region 2614",0.402166980613759
"region 2617",0.665437455218643
"region 2633",0.448416217923503
"region 2637",0.530884205047913
"region 2647",0.891131366740761
"region 2666",0.880729789608406
"region 2679",0.637356314499924
"region 2680",0.851592553599888
"region 2684",0.847130541677097
"region 2688",0.934068375404259
"region 2689",0.894303094659004
"region 2710",0.893478993699778
"region 2717",0.403969880327149
"region 2720",0.321057590817875
"region 2731",0.743561224232117
"region 2759",0.899015752452966
"region 2765",0.911152383939731
"region 2775",0.899327887904529
"region 2801",0.122470384724487
"region 2835",0.152496307511654
"region 2840",0.859342670097637
"region 2843",0.838172285340488
"region 2847",0.862727418927897
"region 2855",0.988023141264901
"region 2930",0.0679736832145455
"region 2941",0.692817159734664
"region 2974",0.982301733936817
"region 2976",0.677447240929241
"region 2986",0.967152217311229
"region 2993",0.483296419382362
"region 3004",0.865121859552089
"region 3009",0.85858013991447
"region 3017",0.719791436760156
"region 3021",0.738742233619566
"region 3033",0.951529546114656
"region 3051",0.900310449614192
"region 3070",0.901489136327187
"region 3091",0.908071880794543
"region 3093",0.897535831717237
"region 3102",0.918379967636282
"region 3107",0.272117193962081
"region 3127",0.984361703508356
"region 3133",0.941546873504304
"region 3134",0.946799169169267
"region 3141",0.882806382576815
"region 3146",0.930121706683751
"region 3174",0.974503255919131
"region 3178",0.536293230733753
"region 3205",0.928270084806516
"region 3210",0.0815141259663025
"region 3211",0.172335197096367
"region 3226",0.208581464794842
"region 3284",0.256409375165876
"region 3310",0.900932605913453
"region 3326",0.0915305917400267
"region 3360",0.390127971841663
"region 3362",0.799391840645237
"region 3365",0.753445571114973
"region 3372",0.404882136279023
"region 3377",0.88603988638531
"region 3410",0.921106345212264
"region 3423",0.923966802618171
"region 3425",0.508880853472402
"region 3428",0.524691713201173
"region 3438",0.669284232705952
"region 3442",0.907677928118391
"region 3450",0.992402618952355
"region 3463",0.639120705154244
"region 3470",0.657802746318316
"region 3474",0.978148820064997
"region 3476",0.584323118970845
"region 3492",0.538815031394864
"region 3497",0.197957410283638
"region 3502",0.31542950631631
"region 3510",0.3387989772026
"region 3512",0.0331627096618738
"region 3515",0.76582671376824
"region 3523",0.629989742283643
"region 3530",0.309509112572799
"region 3533",0.21618984619254
"region 3535",0.406233714672552
"region 3537",0.165709559245921
"region 3542",0.484003085712468
"region 3566",0.851532521728847
"region 3576",0.398492156708416
"region 3584",0.529793939473405
"region 3596",0.921813811642398
"region 3602",0.896388189254159
"region 3607",0.811094067556452
"region 3623",0.723903283798906
"region 3624",0.841469354028925
"region 3630",0.582254138740494
"region 3632",0.792826807547619
"region 3635",0.875015419229383
"region 3641",0.305063399597345
"region 3646",0.940736765216092
"region 3649",0.398559130315421
"region 3678",0.805168824015256
"region 3691",0.899804038704521
"region 3694",0.868476519240608
"region 3697",0.951467595847472
"region 3716",0.0733701148166982
"region 3726",0.809973527701882
"region 3740",0.985129766177901
"region 3749",0.954140295671481
"region 3755",0.174145616911162
"region 3756",0.0646353697502984
"region 3757",0.807923072981912
"region 3761",0.606026209723362
"region 3762",0.369284553388358
"region 3765",0.22266707173065
"region 3776",0.594774497914526
"region 3784",0.110250958373031
"region 3789",0.968956237812324
"region 3798",0.903775352409631
"region 3800",0.941281019662703
"region 3801",0.856999815155889
"region 3803",0.209431055999126
"region 3825",0.735990426222977
"region 3826",0.950194161787501
"region 3835",0.94264378697551
"region 3876",0.970160102894684
"region 3884",0.89545067920225
"region 3897",0.540223779777851
"region 3899",0.82086385003914
"region 3900",0.916118134698833
"region 3906",0.631293718965093
"region 3908",0.147710076405833
"region 3915",0.823342453950628
"region 3958",0.60222315377111
"region 3984",0.956061861144878
"region 3998",0.523602932583869
"region 4002",0.798366237045589
"region 4004",0.934464499271492
"region 4011",0.0460488375460466
"region 4018",0.865149498326176
"region 4035",0.906189947272383
"region 4038",0.40144540371437
"region 4060",0.932087026824594
"region 4069",0.915641968823624
"region 4073",0.93258847899839
"region 4083",0.947356911504228
"region 4084",0.749293873708802
"region 4091",0.976063589322206
"region 4095",0.208560393048592
"region 4097",0.171061171306505
"region 4114",0.71268158658442
"region 4117",0.971984726568104
"region 4140",0.882243562488495
"region 4166",0.527509867838349
"region 4172",0.695968039853181
"region 4181",0.966264394977559
"region 4182",0.457162592360435
"region 4184",0.33005196071075
"region 4185",0.397390566963253
"region 4187",0.0810288729527698
"region 4195",0.92707564147726
"region 4196",0.150818740497326
"region 4215",0.91651380390938
"region 4247",0.0747079965838632
"region 4255",0.620541038946149
"region 4257",0.690078367907797
"region 4260",0.873866745998626
"region 4265",0.87329438755243
"region 4285",0.961058363678789
"region 4302",0.776759134227347
"region 4305",0.862637838103371
"region 4315",0.81079118117151
"region 4317",0.509448240097966
"region 4325",0.661204163381225
"region 4332",0.685626026067812
"region 4357",0.937869124365611
"region 4359",0.926550482993278
"region 4371",0.716953580880789
"region 4383",0.533642101076436
"region 4384",0.802714493925195
"region 4386",0.932242936339153
"region 4430",0.913252682398951
"region 4432",0.821133122106374
"region 4438",0.743479449412625
"region 4444",0.775977624423657
"region 4469",0.940448400843156
"region 4489",0.88446018240997
"region 4504",0.979626523608033
"region 4505",0.845396660397031
"region 4506",0.68541352270242
"region 4513",0.841310174955222
"region 4522",0.816975042388512
"region 4525",0.576008875283635
"region 4537",0.927871924972344
"region 4560",0.884012290337529
"region 4566",0.447254066019735
"region 4568",0.721019479405909
"region 4570",0.748400593992871
"region 4572",0.732336399602742
"region 4578",0.866864208979858
"region 4587",0.732516476856794
"region 4591",0.965796449934047
"region 4611",0.0629921241341379
"region 4638",0.408264759689145
"region 4653",0.850924795719652
"region 4668",0.0212208943607896
"region 4679",0.731276437570857
"region 4698",0.764290971278224
"region 4711",0.191250391403182
"region 4731",0.626350001293664
"region 4737",0.781841293820518
"region 4739",0.830363669922776
"region 4745",0.54200867494753
"region 4748",0.705975892748554
"region 4749",0.957078868748807
"region 4766",0.895213859838557
"region 4768",0.887958684203819
"region 4771",0.895323275142851
"region 4788",0.801295171604368
"region 4803",0.610412115451095
"region 4820",0.719134439637557
"region 4826",0.950465904727262
"region 4827",0.795257238031553
"region 4834",0.353219274294685
"region 4839",0.163537418574187
"region 4857",0.561696209557672
"region 4859",0.0538601208221946
"region 4875",0.298238294026001
"region 4879",0.839008096970323
"region 4881",0.841218615092928
"region 4894",0.609788523074503
"region 4895",0.441896962549897
"region 4897",0.945540404649044
"region 4898",0.977282008120095
"region 4902",0.217283638274253
"region 4907",0.762477894600228
"region 4913",0.815739030141567
"region 4952",0.6202302424705
"region 4957",0.784889121279465
"region 4960",0.830859517338566
"region 4979",0.293195250662759
"region 4983",0.790779980766425
"region 4994",0.957419329045709
"region 5004",0.236112407550313
"region 5008",0.225881008667683
"region 5014",0.131673095788125
"region 5015",0.243237896037049
"region 5017",0.982101094283152
"region 5039",0.375132257203055
"region 5047",0.793962489272794
"region 5049",0.621358161805925
"region 5054",0.573911075782638
"region 5056",0.851550401368069
"region 5068",0.535800328623953
"region 5074",0.141962192247336
"region 5087",0.113810257027004
"region 5110",0.272323502613074
"region 5117",0.0676922112791909
"region 5121",0.153997519837859
"region 5126",0.107453533680191
"region 5136",0.109761132215861
"region 5159",0.13096823107574
"region 5177",0.762844665916136
"region 5187",0.0921083117662526
"region 5191",0.291888618189221
"region 5211",0.194210481640265
"region 5213",0.0447807211686987
"region 5217",0.35546845109419
"region 5221",0.228374248966963
"region 5225",0.221451495788957
"region 5230",0.237822926319953
"region 5232",0.276773787820964
"region 5233",0.0513514871002615
"region 5237",0.257631477362873
"region 5242",0.147524027134976
"region 5256",0.377118506632141
"region 5262",0.450655330493793
"region 5263",0.439836319172907
"region 5286",0.634654613400123
"region 5289",0.215922471640246
"region 5304",0.0846943595723327
"region 5318",0.073551709446393
"region 5326",0.966369481152821
"region 5333",0.133504222038841
"region 5335",0.263595224733365
"region 5336",0.156874574286325
"region 5355",0.362610898591516
"region 5358",0.603848146523346
"region 5380",0.276963653917182
"region 5381",0.0546730471145376
"region 5384",0.0810034815054891
"region 5390",0.28241027153615
"region 5399",0.131534851046984
"region 5443",0.157163059728526
"region 5460",0.0294537654833714
"region 5466",0.331650067121401
"region 5474",0.0318200981785958
"region 5477",0.240521317462516
"region 5494",0.24723578102332
"region 5501",0.234260757148444
"region 5502",0.51510383847251
"region 5503",0.216620051422403
"region 5506",0.739581570014905
"region 5516",0.172300994970597
"region 5519",0.541989881386573
"region 5549",0.0755814126070124
"region 5553",0.19112451989109
"region 5568",0.109107736559687
"region 5579",0.674172086268014
"region 5587",0.505282065405882
"region 5588",0.0603666396911864
"region 5593",0.321825149696022
"region 5602",0.104434981076254
"region 5618",0.0832396532602567
"region 5623",0.431186488031065
"region 5637",0.606576022315705
"region 5654",0.152337670332853
"region 5662",0.113507862045381
"region 5666",0.0142146049195757
"region 5678",0.166931575156554
"region 5686",0.179176202255991
"region 5692",0.168443293988181
"region 5693",0.176988610479787
"region 5703",0.186447509365658
"region 5711",0.0782265090385601
"region 5712",0.317545150610702
"region 5713",0.155418644934042
"region 5719",0.208786365864124
"region 5727",0.182379574652589
"region 5741",0.666344578449133
"region 5750",0.0729894285661261
"region 5752",0.764454783883194
"region 5754",0.228136827663673
"region 5761",0.521867536483418
"region 5765",0.215312302500615
"region 5777",0.251761543459092
"region 5789",0.476820411752475
"region 5803",0.297539294805163
"region 5812",0.284368314545094
"region 5824",0.0710248506969181
"region 5831",0.0996906295114476
"region 5832",0.0984194449364773
"region 5846",0.123556189203966
"region 5849",0.487825181914817
"region 5856",0.220755299621518
"region 5874",0.227462987481757
"region 5878",0.200284077941371
"region 5883",0.324435155874447
"region 5886",0.300016837917416
"region 5892",0.307766494658573
"region 5903",0.286843101240466
"region 5935",0.322139893636031
"region 5938",0.329829843245127
"region 5965",0.401636527607541
"region 5983",0.0580244776673237
"region 6006",0.088408477406889
"region 6008",0.194529489994842
"region 6030",0.41730389795152
"region 6039",0.149553753602496
"region 6044",0.515973844386437
"region 6051",0.404845707771225
"region 6055",0.135393806891256
"region 6056",0.216348293350174
"region 6097",0.219507920798802
"region 6113",0.567908270346742
"region 6118",0.362221228771803
"region 6130",0.674191650434829
"region 6147",0.171264221475656
"region 6156",0.0780152509657121
"region 6158",0.312483690470211
"region 6181",0.40571294181659
"region 6183",0.191655358867129
"region 6192",0.307175864253626
"region 6211",0.122560880396101
"region 6213",0.0226061119464258
"region 6215",0.467381759291741
"region 6218",0.0097231693320942
"region 6221",0.146416535145653
"region 6229",0.223517542165889
"region 6233",0.141709360550451
"region 6255",0.128843613007628
"region 6275",0.244521562591183
"region 6294",0.838598696596928
"region 6316",0.119021231495602
"region 6332",0.0890670061207695
"region 6339",0.414692330781941
"region 6342",0.515985100031348
"region 6348",0.463056257855266
"region 6356",0.558664800865853
"region 6364",0.0633380326733483
"region 6375",0.2760911963428
"region 6392",0.131990612730776
"region 6411",0.212552631888411
"region 6430",0.0368935368524944
"region 6436",0.192038090192769
"region 6441",0.121893563886903
"region 6458",0.273166539849268
"region 6473",0.836569275243266
"region 6482",0.21058821938379
"region 6484",0.270653097823558
"region 6491",0.583120029806338
"region 6500",0.395973034083089
"region 6510",0.162667927035259
"region 6512",0.15056494404594
"region 6517",0.151713627368721
"region 6525",0.20484179363205
"region 6531",0.181427810759682
"region 6532",0.125926260843197
"region 6560",0.484401726752693
"region 6565",0.724611990313142
"region 6582",0.12040285088005
"region 6587",0.129552451933096
"region 6590",0.118519517925347
"region 6612",0.247057717988779
"region 6621",0.371404548758325
"region 6629",0.023758505182104
"region 6633",0.18689579094146
"region 6643",0.115261038618543
"region 6652",0.0655922930875655
"region 6653",0.0753860749437361
"region 6657",0.14556947554506
"region 6669",0.0930072303630127
"region 6690",0.0699596700474978
"region 6699",0.115405326120508
"region 6719",0.233675199078181
"region 6726",0.135814745953523
"region 6735",0.371070287144903
"region 6743",0.39266050622643
"region 6762",0.256265155177108
"region 6767",0.777213768746911
"region 6769",0.233614121865333
"region 6772",0.476667851296783
"region 6789",0.784582657570969
"region 6791",0.122323742764788
"region 6802",0.0233296331884926
"region 6820",0.0352108669774575
"region 6837",0.307601596262537
"region 6849",0.354659788635109
"region 6851",0.147021767296645
"region 6858",0.115169291383988
"region 6863",0.887081231005994
"region 6864",0.301648390705628
"region 6881",0.368003601997492
"region 6882",0.201875081623595
"region 6886",0.126476331148525
"region 6892",0.10642502089352
"region 6932",0.106816779088184
"region 6936",0.0568954084633277
"region 6939",0.229017786940132
"region 6943",0.160444328441583
"region 6948",0.190979055526857
"region 6959",0.17723567466794
"region 6966",0.0305781602192113
"region 6967",0.720088346073005
"region 6974",0.387164589184385
"region 6994",0.0669787212875736
"region 7003",0.176283841380771
"region 7053",0.218198201288889
"region 7055",0.413918757506918
"region 7061",0.128142723072704
"region 7063",0.158347190149576
"region 7064",0.333755612057933
"region 7065",0.105262131443908
"region 7082",0.541827906596373
"region 7085",0.10210331263999
"region 7091",0.0749876613849381
"region 7099",0.0418006014250637
"region 7101",0.177590629629493
"region 7129",0.254229266806604
"region 7142",0.091431156070065
"region 7167",0.418383006011077
"region 7173",0.482472447522096
"region 7187",0.567809441350481
"region 7206",0.380659193266224
"region 7212",0.178814674471533
"region 7213",0.0568718457291217
"region 7214",0.0438312516181328
"region 7220",0.479119218634007
"region 7229",0.369434466789349
"region 7232",0.0597868672616666
"region 7254",0.220948837134606
"region 7255",0.498035469887104
"region 7258",0.721582982005993
"region 7273",0.0534384366537024
"region 7278",0.939069878059037
"region 7281",0.25567480315409
"region 7287",0.788759031711585
"region 7293",0.331854074340037
"region 7314",0.12565620252501
"region 7315",0.280481806026225
"region 7322",0.184261535009524
"region 7325",0.256329521751189
"region 7329",0.928511507657253
"region 7335",0.317052896239178
"region 7351",0.342906197022107
"region 7381",0.072379825207278
"region 7383",0.343868990173993
"region 7387",0.105642584753635
"region 7392",0.0583871144875605
"region 7395",0.825910250551871
"region 7398",0.389497647443605
"region 7409",0.429845800896277
"region 7413",0.323999987206936
"region 7431",0.837637324231815
"region 7443",0.0933009193681189
"region 7454",0.59991062672006
"region 7455",0.190058179325386
"region 7459",0.168176402180955
"region 7473",0.346908243588245
"region 7493",0.151373766966491
"region 7501",0.0549609731552665
"region 7503",0.433043180622955
"region 7505",0.0580594634973025
"region 7510",0.400430796052778
"region 7514",0.449893009503027
"region 7528",0.36049334356815
"region 7556",0.120936787544603
"region 7559",0.252528314186052
"region 7561",0.0765181063251055
"region 7562",0.543158617525343
"region 7586",0.0895083875504216
"region 7594",0.900989090441148
"region 7602",0.528807277327526
"region 7607",0.290236960744301
"region 7608",0.415579496644919
"region 7609",0.16429732857209
"region 7616",0.692154547621687
"region 7618",0.0810237692071604
"region 7619",0.15661347691876
"region 7629",0.17348126075327
"region 7632",0.158191905318953
"region 7634",0.316269662398655
"region 7637",0.224057446726844
"region 7641",0.157230667450967
"region 7682",0.536911888942999
"region 7692",0.139397204965017
"region 7710",0.546080662951038
"region 7728",0.359472285895678
"region 7731",0.302809154956394
"region 7744",0.16243304791047
"region 7757",0.327093421851232
"region 7764",0.770993774905727
"region 7765",0.374847281911585
"region 7766",0.0290971396736634
"region 7780",0.88565610484481
"region 7791",0.450040498125086
"region 7794",0.272434294275452
"region 7797",0.296773299123145
"region 7799",0.442593548971008
"region 7813",0.116482695846724
"region 7817",0.135825960760574
"region 7820",0.339815405205603
"region 7829",0.0447021759100016
"region 7839",0.584672940941422
"region 7869",0.475067265593936
"region 7873",0.149338116995234
"region 7884",0.384935952425025
"region 7890",0.155447465126027
"region 7903",0.0714314512017936
"region 7905",0.278413276742757
"region 7917",0.0942501428850357
"region 7922",0.0374360854694786
"region 7936",0.32116783072284
"region 7955",0.288818295405322
"region 7994",0.4622440792127
"region 8001",0.220803566296694
"region 8062",0.214348347726866
"region 8068",0.153150665849494
"region 8072",0.35225201650752
"region 8078",0.119559958573956
"region 8089",0.320503547902354
"region 8110",0.106418900185104
"region 8131",0.117969068492214
"region 8135",0.128257103450633
"region 8136",0.458821277472126
"region 8141",0.0573975901942516
"region 8146",0.0623945223106715
"region 8151",0.719544835984621
"region 8159",0.154762478302176
"region 8163",0.256627297452635
"region 8165",0.166360326147471
"region 8177",0.145853234801128
"region 8192",0.141028732908935
"region 8200",0.690007809139348
"region 8221",0.230643340652456
"region 8238",0.359571824247663
"region 8244",0.370297016764487
"region 8247",0.317458602603605
"region 8254",0.042473609907421
"region 8255",0.137253440703018
"region 8272",0.133542260105581
"region 8304",0.293938000553809
"region 8313",0.201637762473481
"region 8320",0.373969508395961
"region 8323",0.335973629586724
"region 8335",0.197386627366591
"region 8338",0.0569570984308626
"region 8350",0.269525958141284
"region 8353",0.144435936362219
"region 8360",0.364085690964615
"region 8384",0.311656988424381
"region 8390",0.507602536102141
"region 8396",0.674958768446331
"region 8407",0.0321124213259379
"region 8409",0.162621414031996
"region 8426",0.0948221476770914
"region 8435",0.116414682309566
"region 8465",0.35549773945957
"region 8467",0.701258693568585
"region 8472",0.230013529203949
"region 8477",0.431299394060608
"region 8523",0.784796008830718
"region 8528",0.823678406885823
"region 8537",0.318366704486548
"region 8546",0.213429607843468
"region 8558",0.0849107360250799
"region 8565",0.418350402964268
"region 8584",0.0969500760079519
"region 8590",0.15844132370808
"region 8613",0.125019552381507
"region 8630",0.0986210338523607
"region 8641",0.0351891657777562
"region 8642",0.028351478671531
"region 8659",0.552835599447663
"region 8664",0.288351308443116
"region 8673",0.072245159895044
"region 8715",0.518518196944755
"region 8718",0.324634883549443
"region 8737",0.208968376133729
"region 8744",0.15554222466883
"region 8768",0.0535627364383691
"region 8807",0.19620112435803
"region 8815",0.267729177388181
"region 8818",0.296494736468905
"region 8844",0.201980382811745
"region 8855",0.266512559251827
"region 8917",0.479826875865371
"region 8925",0.064715029836711
"region 8939",0.259304752116121
"region 8944",0.391629309303445
"region 8946",0.139981488479963
"region 8958",0.142349030717498
"region 8969",0.106272328699579
"region 8991",0.242110725540893
"region 8995",0.711263051853749
"region 9009",0.552985407458348
"region 9017",0.0777865817067523
"region 9025",0.175399313834527
"region 9029",0.271236986604337
"region 9090",0.265001512405977
"region 9092",0.206070734211548
"region 9093",0.628096601151947
"region 9095",0.647440325646875
"region 9105",0.450583927360963
"region 9117",0.417418093886056
"region 9119",0.338114606584856
"region 9120",0.135459286556262
"region 9122",0.253095384007285
"region 9125",0.1532733161481
"region 9132",0.232685463683368
"region 9177",0.592425013134289
"region 9182",0.127339302565854
"region 9206",0.367508373882872
"region 9210",0.0302253840355388
"region 9214",0.109820198207315
"region 9234",0.0450843978850039
"region 9241",0.230619517468765
"region 9247",0.15234669011267
"region 9279",0.145935775702583
"region 9297",0.296662502362848
"region 9298",0.107562143519091
"region 9313",0.0339492688083094
"region 9321",0.128464287622475
"region 9322",0.175694688482541
"region 9324",0.322756395712437
"region 9331",0.504777451062856
"region 9336",0.329699404388972
"region 9340",0.441871343273912
"region 9363",0.138824320986386
"region 9377",0.181965272757838
"region 9378",0.230413946382528
"region 9395",0.0705765730614041
"region 9406",0.146860247316101
"region 9471",0.124285575830346
"region 9482",0.0619261328172866
"region 9484",0.523357041372357
"region 9487",0.100900259593592
"region 9489",0.125420340671179
"region 9494",0.678092467707091
"region 9497",0.372418529275369
"region 9507",0.193309843361936
"region 9522",0.283188441851051
"region 9524",0.0993698662533428
"region 9540",0.665567311351588
"region 9548",0.0762247163993338
"region 9550",0.66746845773549
"region 9572",0.178960437598854
"region 9581",0.183449265587987
"region 9583",0.201001269054013
"region 9589",0.444562943334488
"region 9594",0.130822494209289
"region 9625",0.268560935483607
"region 9640",0.559271878284098
"region 9643",0.122249591278786
"region 9644",0.34751208134659
"region 9662",0.198551949701978
"region 9664",0.805692365927619
"region 9695",0.386028495258706
"region 9705",0.372287369182179
"region 9712",0.169953345566071
"region 9713",0.44721583476982
"region 9735",0.109005333738592
"region 9748",0.0544382796931102
